,기사요약
10,지체 장애인들이  장애인의 이동권 보장을 요구하며 고속버스터미널에서 버스 점거 농성을 벌이고 있습니다전국장애인차별철폐연대 소속 장애인 20여 명은 오늘 오후 3시부터 서울 반포동 고속버스터미널에서 출발하는 부산행 버스 두 대에 올라탄 뒤 운행을 막은 채 점거 농성을 계속하고 있습니다
11,"[한겨레] 정부, 리프트 설치 비용 내년 예산에 반영 안해장애인단체, 고속버스터미널에서 항의 집회전국장애인차별철폐연대 회원 100여명이 ‘세계 장애인의 날’을 하루 앞둔 2일 오후 서울 서초구 고속버스터미널 승강장에서 ‘고속버스 타기’를 시도하고 있다김봉규 기자 bong9@hanikr지체장애 1급인 김은아(30)씨의 전동휠체어가 고속버스 출입문 앞에 멈춰 섰다서울에서 자란 김씨는 고속버스를 타본 적이 없다김씨는 휠체어를 실을 수 있는 고속버스가 있다면 광주에 다시 한번 가보고 싶다고 말했다” 2일 오후 4시 서울 강남구 서초동 고속버스터미널 경부선 1~13번 승차장에 휠체어를 탄 장애인 150여명이 모였다‘세계 장애인의 날’을 하루 앞둔 이날 전국장애인차별철폐연대는 휠체어를 탄 장애인들이 고속버스를 탈 수 없는 현실을 보여주기 위해 오후 4시30~40분 부산과 세종시 등으로 출발하는 고속버스 10대에 세 자리씩을 미리 예약했다박경석 장애인이동권연대 대표는 “휠체어 장애인들이 고속버스를 타려면 기어가거나 누구 손에 들려서 타야만 한다”고 했다16억원이면 휠체어를 탄 장애인들도 고속버스를 이용할 수 있다최우리 기자 ecowoori@hani"
12,"전국 160여개 장애인단체 모임인 전국장애인차별철폐연대(전장연)는 이날 오전 서울 여의도 국회 앞에서 기자회견을 열어 ""정부는 유엔장애인권리협약(UNCRPD) 선택의정서를 하루빨리 비준하라""고 촉구했다전장연은 ""정부가 협약에 가입만 해놓고 사실상 의무를 이행하지 않고 있다""며 ""선택의정서를 조속히 비준해 장애인에게 최소한의 인간다운 삶을 보장해야 한다""고 강조했다전장연은 기자회견에 앞서 지난 사흘간 서울 강남고속버스터미널 승강장에서 장애인 이동권 보장을 요구하며 '고속버스 승차 투쟁'을 벌였다조현수 전장연 정책국장은 ""국토부가 16억원을 들여 고속버스 40대에 휠체어리프트를 설치해 운용하는 방안을 제시했지만, 어제 확정된 내년도 최종예산안에 포함되지 않았다고 한다""면서 ""이는 현 정부가 장애인 이동권 보장에 대한 최소한의 의지도 없다는 의미로밖에는 받아들일 수가 없다""고 비판했다hwangch@ynakr, bryoon@yna"
13,"[한겨레] 34개 단체 자립권·이동권 투쟁시에 교육·복지·의료지원 요구부산민중연대 등 34개 시민사회단체로 꾸려진 ‘장애인차별철폐 부산공동투쟁실천단’은 장애인의 날인 20일까지 부산 곳곳에서 장애인의 자립 생활권·노동권·이동권 확보를 위한 다양한 활동을 펼친다장애인차별철폐 부산공동투쟁실천단은 15일 부산시청 광장에서 뇌성마비 장애인 가족 권리 보장과 지원 촉구 결의대회를 열어 “뇌성마비 장애인과 가족을 위한 합리적인 교육·복지·의료 지원 체계를 마련해 달라”고 정부와 부산시에 요구했다17일엔 사상구 장애인자립센터에서 중증장애인 노동권 보장 토론회가, 18일엔 부산시청 인근 전교조 부산지부 강당에서 장애인 반성폭력 토론회가 열린다고속버스에도 저상버스를 도입하는 등 장애인 이동권을 보장해야 한다”고 말했다kr   공식 SNS [통하니] [트위터] [미투데이] | 구독신청 [한겨레신문] [한겨레21]Copyrights ⓒ 한겨레신문사, 무단전재 및 재배포 금지<한겨레는 한국온라인신문협회(www"
14,"© News1 안은나 기자20일 전동휠체어 이용 장애인 200여명, 강남터미널 집결(서울=뉴스1) 홍우람 기자  = 장애인단체 연대기구인 420장애인차별공동투쟁단은 17일 오전 서울 정동 민주노총 회의실에서 20일 장애인들의 이동권 보장을 요구하는 '희망 고속버스' 투쟁에 나선다고 예고했다공동투쟁단은 ""교통약자 이동편의 증진법이 장애인 등 교통약자가 차별없이 모든 교통수단을 이용할 수 있도록 의무화하고 있는데도 현재 어떤 고속버스도 휠체어를 이용하는 장애인이 승차할 수 있는 설비를 갖추고 있지 않다""고 지적했다공동투쟁단에 따르면 이날 오전 10시부터 전동휠체어 이용 장애인 200여명은 서울강남고속터미널에서 '장애인차별철폐투쟁의날 결의대회'를 연다공동투쟁단은 경찰과 버스 사업주가 장애인들의 고속버스 탑승을 봉쇄할 경우 법적 대응에 나서겠다는 방침이다"
15,"부산경찰이 마련한 종합대책은 장애인 시설 주변 지역의 스쿨존에 준한 관리, 책임 경찰관 지정 불법 주·정차 단속 강화, 시설물 보완 및 맞춤형 교육 등이다먼저 경찰은 특수학교 15곳과 복지관 14곳 등 장애인 시설 77곳에 대한 책임경찰관을 지정하고 불법 주·정차 단속을 강화할 계획이다특히 보행자 보호의무 위반, 신호위반 등 장애인 안전을 위협하는 중요 교통법규 위반에 대해 강력한 단속을 전개할 방침이다또 경미한 교통법규를 위반한 장애인 탑승차량에 대해서는 안전운전을 당부하는 계도 위주의 단속을 할 예정이다부산경찰청은 더불어 장애인 시설 주변을 스쿨존에 준해 관리할 방침이다"
16,"국토교통부는 “전동휠체어 장애인의 고속버스 이동권 보장은 차량개발·개조 등의 지원에 소요되는 국가재정 문제, 안전성 문제 등 추가적으로 검토할 사항이 많다”고 밝혔다올해도 국비 378억원을 지원해 추가로 800대를 도입할 예정이다또한, 이동에 심한 불편을 느끼는 교통약자의 이동을 지원하기 위해 휠체어 탑승설비 등을 장착한 특별교통수단(장애인콜택시) 2026대(도입률 73국토부는 국비 55억원을 지원해 추가로 270대를 도입할 예정이다아울러 국토부는 “휠체어 장애인의 고속버스 이동권 보장은 국가재정상 문제 등으로 단기간 내 해결이 곤란하지만 이동편의 증진을 위해 조만간 장애인 이동실태조사와 확충방안에 대한 연구용역에 착수할 예정” 이라고 덧붙였다"
17,"【부산=뉴시스】허상천 기자 = 부산의 도심인 서면일대 도로는 점자블록이 끊어진 곳이 많고 기준대로 깔려 있지 않아서 시각장애인들이 다니기는 ‘위험’한 마의 도로인 것으로 드러났다부산참여자치시민연대는 보행자들의 권리 확보를 위해 지난달 16일 부산도시교통 서면역 2번 출구에서 밀리오레~궁리마루~쥬디스 태화를 지나 서면역 2번 출구로 되돌아 오는 구간의 횡단보도 23곳을 비롯해 도로의 점자블록 상태를 조사한 결과 이 구간의 횡단보도가 대부분 점자블록이 규정대로 설치돼 있지 않거나 보도 턱이 높고 경사가 심해 보행하는데 위험한 것으로 확인됐다고 9일 밝혔다또 시각장애인들이 횡단보도에서 대기할 때 안전을 확보하기 위해 횡단보도 앞에서 30㎝ 간격을 두고 설치토록 돼있는 점자블록이 제대로 설치돼 있는 곳은 23곳 중 동보서적 앞 횡단보도 1곳밖에 없는 것으로 드러났다더욱이 횡단보도가 아닌 곳으로 유도된 점자블록이 2곳이나 되고, 나머지 3곳은 보도 앞 점형블록을 설치하지 않았고 8곳은 닳아서 점자블록 기능을 하지 못하는 것으로 확인됐다5m보다 좁은 보행로가 3곳이나 되고 점자블록 위에 불법 주차까지 일삼아 장애인들이 통행하는데 고통을 겪고 있다한편 부산참여자치시민연대는 오는 13일 오후2시 부산시청 주변을 부산시민들과 함께 걷고, 장애인들의 이동시 어려움을 직접 체험해보는 행사를 진행할 계획이라고 밝혔다"
18,"지난 3월 4일 서울 강북구 우이동 동아운수에서 교통장애인협회, 특수장애인협회 등 장애인 단체 대표들과 서울시, 국토교통부 관계자들이 중저상버스 도입과 문제점에 대해 대화를 나누고 있다/뉴스1 © News1 안은나 기자전동휠체어 탄 장애인 200여명 동시에 고속버스 예매장애인들 타는데 시간 걸려 강남고속터미널 지연 예상장애인의 이동권 보장이 목적장애인단체 연대기구인 420장애인차별철폐공동투쟁단은 전국 각지에서 상경한 장애인 200여명이 20일 오전 10시 강남고속터미널에서 '장애인차별철폐투쟁의날 결의대회'를 가진 후 낮 12시부터 오후 2시까지 '희망의 고속버스타기 투쟁'을 벌인다고 10일 밝혔다이에 따라 '희망의 고속버스타기 투쟁'이 벌어지는 2시간 동안 경부선 각지로 출발하는 고속버스 20대가 동시에 출발 지연사태를 겪을 것으로 보여 터미널 일대에 교통혼잡이 예상된다지난3월 4일 서울 강북구 우이동 동아운수에서 교통장애인협회, 특수장애인협회 등 장애인 단체 대표들이 중저상버스에 시승해보고 있다/뉴스1 © News1 안은나 기자전국장애인차별철폐연대(전장연)는 투쟁의 목적이 장애인의 이동권 쟁취라고 밝혔다전장연 관계자는 ""시외로 나갈 때 가장 접하기 쉬운 교통수단은 고속버스이지만 전동휠체어를 탄 장애인은 탑승하기가 매우 힘들다""면서 ""이는 장애인의 이동권을 제한하는 것""이라고 지적했다이에 대해 전국고속버스운송조합 관계자는 ""버스 출입문의 너비 등의 문제로 전동휠체어를 탄 장애인들이 고속버스에 탑승하는 것은 어렵다""며 ""표를 예매했어도 탑승이 물리적으로 불가능한 상태""라고 난감해 했다남병준 전장연 정책교육실장은 ""전동휠체어가 버스에 들어가기 힘든 현실을 알고 있다""며 ""그렇기 때문에 오히려 버스 승차를 시도해 우리의 요구를 알리려는 것""이라고 말했다고속버스터미널 관계자는 ""현재 버스에 탑승이 불가능한 장애인들에 대한 뾰족한 대책은 없다""며 ""버스가 지연돼 불편을 겪을 승객의 피해를 최소화하는 방안을 강구 중""이라고 밝혔다"
19,"새정치민주연합 김영춘 후보는 안철수 지지를 통한 외연 확대를, 무소속 오거돈 후보는 민생 챙기기로 차별화를 시도하고 있다안철수, 선거 사무소 방문 ""김 후보가 부산 바꿀 것"" 오 후보 '민생대장정' 완료 ""약자 편에 서는 시장"" 다짐■안철수 ""김영춘 믿는다""11일 오전 10시 김 후보의 부산혁신선대위 사무소 개소식에 안철수 새정치연합 공동대표가 참석했다그동안 김 후보는 낮은 지지율을 끌어올리기 위해 안 대표의 지지가 절대적이라고 판단했다안 대표는 이날 20년 넘은 새누리당 독점 구도를 비판하며 ""김 후보는 평생 민주주의와 시민 삶을 개선하는 데 노력했다""며 ""김 후보가 부산 변화를 위해 힘찬 발걸음을 내딛어 주리라고 믿는다""고 밝혔다하지만 ""김 후보가 시장이 되도록 최선을 다하겠다""는 등의 확실한 지지 발언은 나오지 않았다또 안 대표는 김 후보와 함께 하는 별도의 행사는 갖지 않았다■오거돈 ""시민 아픔 공감""무소속 오거돈 후보는 11일 '민생대장정'을 마무리했다오 후보는 ""민생대장정을 통해 시민 한 분 한 분의 꿈을 이뤄드리는 게 저의 꿈이 되었다""며 ""소통 시장, 약자 편에 서는 시장, 시민 시장으로 태어나겠다""고 소감을 밝혔다오 후보가 민생대장정을 시작한 것은 지난 3월 31일이다이번 민생대장정은 ""시장이 돼도 무소속으로 남겠다""고 약속한 오 후보가 기존 정당정치를 탈피해 인물로서의 강점을 시민들에게 알려나가겠다는 뜻에게 기획된 것이다오 후보는 ""시장이 당선된 뒤에도 민생대장정을 이어가겠다""는 뜻을 밝혔다"
20,"【부산=뉴시스】허상천 기자 = 무소속 오거돈 부산시장 예비후보는 40일간의 민생대장정 ‘걸어서 시민속으로’를 지난 10일 마무리하고 결산 소감문과 생활공약을 11일 발표했다오 후보는 지난 3월 31일 민생대장정의 첫발을 뗀 후 물만골 마을, 우암동 쪽방촌, 매축지 마을, 본녹산마을 등 부산의 대표적인 오지마을과 취약지를 걸어 다니면서 “어렵고 힘든 분들을 찾아 뵙고 그분들의 목소리를 듣고 아픔을 공감하는 것이 시장후보의 자세임을 다시 한 번 확인했다”고 말했다오거돈 후보는 이날 ▲각 구별 무료식사 장소 살치 ▲두리발 확대 등 장애인 이동권 확대 ▲경로당 운영비 2배 인상 등 민생대장정 중 시민들로부터 들은 목소리를 생활공약으로 발표했다"
21,저상버스가 추가 보급되면 부산시내를 달리는 저상버스는 모두 396대로 늘어난다두리발도 117대에서 128대로 늘어난다'신형 저상버스' 시승식     부산시는 장애인 콜택시 1천290대 가운데 낡은 10대를 올해 안에 교체할 예정이다
