,기사요약
38,"'무가선 저상 트램' 모습 [연합뉴스 자료 사진]또 센텀시티∼해운대해변로∼구남로∼옛 해운대역∼중동역∼좌동순환로를 연결해 교통난을 해소하는 트램 건설을 추진한다부산 중앙버스 전용차로 [연합뉴스 자료 사진]부산시는 또 현재 42부산시는 빅 데이터를 활용해 시내버스 노선을 효율적으로 조정하고 강서구와 기장군에서 운영 중인 마을버스 통합관리제를 부산 시내 전역으로 확대해 무료환승 효과를 극대화할 계획이다2013년 1월부터 지난해 6월까지 접수한 대중교통 관련 민원 1천333건 가운데 버스 노선 조정이 전체의 24또 버스 배차간격 조정과 증차가 283건으로 전체의 21'도로 위 일등석'으로 불리는 프리미엄 고속버스와 같은 고급형 시내버스 도입도 부산시가 대중교통 활성화를 위한 해법으로 고민하고 있다프리미엄 고속버스 [연합뉴스 자료 사진]부산시는 이와 함께 동구 조방앞 보행환경개선지구 사업 대상지를 특정 시간대에는 버스만 다닐 수 있는 대중교통 전용지구로 전환하는 방안을 모색하기로 했다지하철 이용률을 높이기 위한 대책으로 부산시는 현재 최장 17분인 새벽과 심야 시간의 전동차 운행 간격을 12분 이내로 단축할 계획이다부산시는 지하철 리모델링과 신차 도입을 위해 1천억원 규모의 시민펀드 조성도 검토할 계획이다부산시는 또 물가인상률 등을 고려해 3년마다 대중교통 이용요금을 인상, 막대한 예산지원에 따른 재정난을 완화하기 위한 조례 제정을 추진하기로 했다"
39,"저상버스 [연합뉴스 자료사진]    (청주=연합뉴스) 변우열 기자 = 장애인과 노약자 등 교통 약자를 위한 저상버스와 '장애인 택시'의 충북지역 보급률이 전국 평균을 밑도는 것으로 나타났다3%를 밑도는 것이고, 전국 시·도 가운데 전남, 부산, 인천, 경남에 이어 5번째로 낮은 것이다교통약자를 위한 특별교통수단인 일명 '장애인 택시' 보급 역시 충북은 법정 기준을 밑도는 것으로 조사됐다0%)보다 턱없이 저조하고, 전국 시·도 가운데 3번째로 낮은 것이다"
40,"【청주=뉴시스】강신욱 기자 = 충북 청주시는 정부의 친환경 정책에 부합하고 도시의 대기질 개선을 위한 전기버스 6대를 도입해 연말부터 운행한다고 18일 밝혔다올해 도입하는 전기버스 6대는 오송역과 청주국제공항을 운행하는 747번 저상 급행버스 노선에 투입된다배기가스를 내뿜지 않는 친환경 전기버스는 부산과 제주, 김포 등 전국 여러 곳에서 운행하고 있다시 관계자는 ""배기가스 저감을 통한 도시의 대기질 개선을 위해 전기 시내버스를 도입하는 것""이라며 ""친환경 대중교통 수단 확대를 위한 사업을 적극적으로 추진할 것""이라고 말했다전기버스는 대당 4억5000만원이다"
41,"4일 개막식서 오거돈 부산시장ㆍ이용관 이사장ㆍ영화인 대표 등 공동 개막선언 13일까지 10일간 79개국 324편 상영지난 4일 오전 부산 해운대그랜드호텔에서 열린 '제23회 부산국제영화제 개막 기자회견'에서 이용관 부산국제영화제 이사장(오른쪽)과 전양준 집행위원장이 개·폐막작을 비롯한 주요 행사 등을 소개하고 있다부산시는 오거돈 부산시장이 이용관 이사장, 영화인 대표와 함께 오는 4일 오후 6시 해운대 영화의전당에서 열리는 ‘제23회 부산국제영화제(BIFF)’ 개막식에서 BIFF 정상화 원년을 선언할 예정이라고 30일 밝혔다BIFF는 2014년 다이빙벨 사태 이후 국내외적으로 위상이 급격히 추락하고 영화관련 9개 단체가 보이콧을 선언하는 등 파행이 거듭돼 왔다오 시장은 “2018년이 BIFF 완전 정상화의 원년이 될 수 있도록 부산시 차원에서 전폭적으로 지원할 것”이라며 “BIFF가 시민과 영화인이 함께 하는 소통과 화합의 아시아 최고 영화제로 다시 한 번 도약하게 될 것”이라고 강조했다이를 통해 BIFF 정상화 원년을 축하하고 원도심권과 서부산권 시민들과도 함께하는 축제의 영화제로 꾸며질 예정이다부산시 관계자는 “부산국제영화제가 그 동안의 어려움을 이겨내고 올해 정상화의 원년을 맞은 만큼 세계 속의 영화제로 새롭게 재도약 할 수 있도록 하기 위해 부산시의 모든 행정적 지원을 아끼지 않을 것”이라며 “활기차고 역동성 있는 영화축제로 거듭날 수 있도록 모든 시민들께서 함께 힘을 모아 주실 것을 당부한다”고 말했다"
42,"2025년 친환경시내버스 3000대 목표 연내 3개 노선에 전기버스 29대 도입완전히 충전하는 데까지 72분 소요 완전 충전 시, 최대 3192km 운행 가능【서울=뉴시스】윤슬기 기자 = 서울시가 도원교통과 15일 서울 정릉차고지에서 전기버스 시승식을 진행했다고홍석 서울시 도시교통본부장은 이날 시승식에서 ""미세먼지 대책의 일환으로 전기시내버스가 처음으로 도입됐다""며 ""전기버스 시범운영을 통해 서울시만의 모델을 만들어보고자 한다""고 말했다오래 운전을 해도 피로감이 덜하다""고 말했다com이날 버스에 탑승한 승객 한광자(68·여)씨는 ""진동도 별로 없고 소음도 없어 안락하다""며 ""미세먼지 때문에 다들 난리인데 전기버스 도입이 더 빨리 돼야 한다""고 말했다시는 이날 운행을 시작한 1711번(국민대~공덕동) 9대 외에도 3개 노선에 전기버스를 투입할 계획이다하이거가 제작한 6514번(양천공영차고지~서울대) 10대는 다음달 5~10일 운행을 시작한다정류소 도착시간은 해당 버스가 지나는 버스정류소 버스정보안내단말기(BIT)에 표출된다【서울=뉴시스】윤슬기 기자 = 서울시가 도원교통과 15일 서울 정릉차고지에서 전기버스 시승식을 진행했다【서울=뉴시스】윤슬기 기자 = 서울시가 도원교통과 15일 서울 정릉차고지에서 전기버스 시승식을 진행했다yoonseul@newsisyoonseul@newsisyoonseul@newsisdaero@newsiscomyoonseul@newsis"
43,"정부의 수소 시내버스 시범사업 예산을 심사하고 있는 국회 환경노동위원회가 19일 예산소위를 열고 관련 예산 증액을 의결하면서다이 의원은 이에 대해 ""부산에 수소버스 5대를 확보할 수 있는 예산 10억 원(대당 환경부 부담 2억 원)을 환노위 소위에서 증액했기 때문에 전체회의와 예산결산특별위원회까지 이를 지켜내기만 하면 예산 문제는 해결되는 셈""이라며 ""환경부도 이 예산이 부산에 수소버스를 도입하기 위해 증액되는 것을 알고 있기 때문에 향후 부산이 추가 시범사업 대상지로 선정되는 데 큰 어려움이 없을 것으로 기대한다""고 밝혔다수소버스는 1대 가격이 8억 3000만 원에 달하는 고가 장비로 수소버스 시범사업은 환경부가 2억 원, 지방자치단체가 2억 원, 현대자동차가 2억 원, 저상버스 지원금 1억 원, 운수사업자가 1억 3000만 원을 부담하는 방식으로 추진된다부산은 시내버스 수가 2517대에 달해 수소버스 시범사업 대상 지역 6개 도시와 비교했을 때 서울 다음으로 버스가 많다"
44,"신협사회공헌재단이 기증한 저상버스 앞에서 신협사회공헌재단 김윤식 신협중앙회장(왼쪽 다섯번째)과 한국장애인총연합회 황경아 회장(왼쪽 일곱번째), 허태정 대전시장(왼쪽 여덟번째) 등 참석자들이 기념촬영을 하고 있다신협사회공헌재단은 대전시 장애인 및 교통약자의 이동권을 지원하기 위해 2억5000만원 상당의 저상버스를 기증했다신협사회공헌재단은 대전시 장애인 및 교통약자의 이동권을 지원하기 위해 2억5000만원 상당의 저상버스를 기증했다김윤식 신협사회공헌재단 이사장은 “대전광역시에 본부를 두고 있는 금융협동조합으로서 대전의 장애인과 교통약자를 지원하게 돼 더욱 의미가 깊다”며 “신협은 앞으로도 장애인을 비롯한 사각지대에 놓인 사회적 약자를 돌보는 다양한 사회공헌 활동을 지속적으로 펼쳐나갈 것”이라고 전했다앞서 신협은 지난 4월 10일 부산성의신협이 부산진구 노인장애인복지관에 2억 5000만원 상당의 저상버스 1대를 기증한 것을 시작으로 장애인을 비롯한 노인, 임산부 등 교통약자의 이동권 향상을 위한 사업을 추진해왔다신협사회공헌재단은 앞으로도 더불어 사는 공동체를 만들기 위해 일자리, 아동, 취약계층 등 다양한 분야에서 공익사업을 더욱 확대할 예정이라고 밝혔다"
45,"시는 최근 한국철도기술연구원이 마감한 무가선 저상트램 실증노선 선정 공모에 부산과 성남, 수원과 전주 등 4곳과 경쟁하게 됐다고 17일 밝혔다한국철도기술연구원이 지난 달 31일 트램시스템 기술 성능 검증과 연구 성과물의 국내외 보급기반을 마련하기 위해 공모에 착수했다▶ 확 달라진 노컷뉴스▶ 진실지킴이 노컷뉴스를 지켜주세요▶ CBS가 만든 동영상 뉴스 구경하기ckatnfl@cbskr저작권자 © CBS 노컷뉴스 무단전재 및 재배포 금지"
46,오는 30일부터 오송역~청주공항 구간 6대 투입[서울신문]충북 첫 친환경 전기시내버스가 오는 30일부터 청주지역에 다닌다총 6대가 오송역에서 청주공항 구간을 운행하는 747번 급행버스 노선에 투입된다오는 30일부터 청주 오송역~청주공항 구간을 운행하는 전기시내버스한 노선에 집중투입하는 것은 오송역에 전기충전소가 설치돼 있어서다전기버스를 여러 노선에 분산투입하다보면 1곳당 3억원이 들어가는 충전소를 각각 마련해야한다전기버스는 교통약자를 위한 저상버스로 만들어졌다전기버스는 기존 천연가스버스에 비해 배기가스 배출이 전혀 없다청주 남인우 기자 niw7263@seoulseoul
47,"© News1도심 차량제한속도 시속 50km 하향조정…합동단속 65세 이상 노년층 차량 실버마크·면허 반납시 교통카드(부산ㆍ경남=뉴스1) 조아현 기자 = 부산시와 부산지방경찰청 등 유관기관이 오는 2022년까지 교통사고 사망자 수를 절반 수준으로 줄이기 위한 교통안전 종합대책을 1일 발표했다이날 오후 부산시, 부산경찰청, 부산시청, 도로교통공단, 한국도로교통공단은 부산시청 9층에서 보행자 중심 교통안전 종합대책을 설명했다이번 정책은 Δ교통약자 맞춤형 교통안전대책 Δ사람중심의 도로환경 Δ안전하고 편리한 교통서비스 Δ안전한 도시철도 Δ선진적 교통안전체계 구축 등 5개 핵심분야와 39개 중점과제로 구성됐다특히 지자체와 유관기관은 보행자 사고다발지역을 중심으로 안전컨설팅을 진행하고 보행자 사망사고 절반 줄이기 2020 프로젝트, 보행안전 3대 위협행위 현장단속 확대 등을 통해 보행자 사고 재발방지와 안전관리를 강화하기로 했다현재 부산지역 교통사고 사망자 유형은 보행자가 51%로 이 가운데 65세이상 고령 사망자가 47%다이날 시와 부산경찰청이 발표한 자료에 따르면 교통사고 사망자수는 2015년 83명, 2016년 86명, 2017년 91명이다이 가운데 65세 이상 노인은 2015년 46명, 2016년 38명, 2017년 51명이다유관기관들은 2020년까지 보행자 교통사망사고를 절반으로 줄이기 위한 이른바 '2020 프로젝트'를 실시한다또 도심지역 내부에서 일어나는 보행자 사망사고를 줄이기 위해 현행 제한속도를 시속 60km에서 50km이하로 하향조정하기로 했다고령자 교통안전 서포터즈, 청소년 자원봉사로 구성된 '교통안전도우미'를 활용해 노인시설을 방문하고 보행중심 교육과 노인교통사고 예방활동도 전개할 계획이다보행낙후지역 보도 설치에도 14억원의 예산이 투입될 예정이다시는 편리한 교통 서비스를 제공하기 위해 69억원의 예산을 편성해 저상버스 70대도 도입한다한편 부산경찰청은 국토교통부 자료를 제시하고 부산의 운전행태가 최근 3년간 전국 시·도 가운데 전국 최하위로 9위를 기록했다고 설명했다경찰 관계자는 ""앞으로 교통사고 사망자가 획기적으로 감소되고 시민들이 안전한 교통환경을 직접 체감하도록 모든 역량을 다하겠다""고 말했다"
48,[한겨레] 2021년까지 50% 목표…현재 34% 도달부산·인천·광주·대전·울산보다 비율 높아버스바닥 높이가 낮고 출입구에 계단을 없애 교통약자들이 편리하게 이용할 수 있는 저상버스가 올해중으로 대구에서 92대나 늘어난다대구시는 5일 “2004년 저상버스 2대를 들여온 뒤 해마다 꾸준히 늘려 2017년말 전체 시내버스 1521대 가운데 저상버스는 518대인 것으로 집계됐다”고 밝혔다대구시는 이어 올해중으로 저상버스 92대를 더 구입해 2018년말이면 저상버스는 모두 610대로 늘어난다대구시는 오는 2021년까지 저상버스 도입률을 50%까지 높이겠다는 목표를 세워놨다고 밝혔다
49,"우리나라 첫 중소기업 전기버스 제작사인 에디슨모터스(옛 TGM)가 부산 시내 상용버스노선에 전기버스 20대를 공급한다에디슨모터스 함양 생산공장에 출고 대기 중인 전기버스이 회사는 동서교통에 이어 오성여객까지 고객사로 확보하며 현대차·자일대우버스를 비롯해 중국산 전기버스 업체와 시장경쟁에서 우위를 점하고 있다전국에 전기버스 5대 미만 규모로 시범 운행 중인 버스사업장은 10여 곳에 이르지만, 실제 노선에 전기버스를 대량으로 투입한 건 손에 꼽힌다e-화이버드는 에디슨모터스가 자체 개발한 차량으로 플러그인 충전방식에, LG화학 대용량 배터리를 장착했다163㎾h급 배터리를 장착해 한번 충전에 따른 공인 주행거리는 178조세현 사장 에디슨모터스 사장은 “국내 전기버스를 시범운행 중인 곳은 많지만, 정규 노선에 대량 공급 실적에선 가장 앞선다”며 “전기버스 운행에 따른 사업성이 점차 알려지면서, 서울·경기 등에도 다수의 업체와 공급 논의가 진행 중”이라고 말했다"
50,"20일 개통한 부산 벡스코 인근 올림픽교차로 환승센터 내 시내버스 U턴 구간이 좁아 버스가 제대로 U턴을 하지 못하는 바람에 버스들이 장사진을 이루고 있다결국 개통 첫날 이 구간에서는 버스가 가드레일을 들이받는 사고가 발생했다강선배 기자 ksun@ 20일 개통한 부산 벡스코 인근 올림픽교차로 환승센터 내 시내버스 U턴 구간이 시내버스 한 대가 제대로 회전하지 못하는 위험한 상태로 개통돼 시내버스 기사와 승객의 안전이 위협받고 차량 정체도 극심하다버스 기사들은 두세 번에 걸쳐 전진과 후진을 반복한 뒤에야 U턴 구간을 힘겹게 빠져나올 수 있었다위험천만 시내버스 U턴 구간 차로 좁아 버스 운행 힘들어 두세 번 전·후진 후 겨우 통과 개통 3시간 만에 접촉 사고  기사 ""이해 못 할 설계"" 분통부산시 시범 운행조차 안 해일반 버스에 비해 차량 전장(전체 길이)이 50㎝ 이상 긴 저상버스는 상황이 더욱 심각했다여러번 후진을 거듭한 뒤에야 가드레일을 스칠 듯 가까스로 빠져나왔다실제 개통한 뒤 3시간여 만인 오전 8시께 한 시내버스가 후진하다 가드레일을 들이받아 후미등이 깨지는 사고가 발생했다한 시내버스 기사는 ""U턴 구간을 한 번에 돌아 나오는 것은 도저히 불가능하다""며 ""버스가 갑자기 후진을 해야 하다 보니 승객들 역시 당황스러울 수밖에 없다""고 말했다부산시 대중교통과 관계자는 ""시내버스가 충분히 통과할 수 있을 것으로 보고 시내버스 시운행을 하지 않았다""고 해명했다"
51,"(사진=저작권자(c) 연합뉴스, 무단 전재-재배포 금지)    국가인권위원회가 휠체어 사용 장애인의 시외 이동권 보장을 위해 고속·시외버스에 휠체어 승강설비 설치 등 필요한 대책을 마련하라고 한 권고에 대해 국토교통부와 기획재정부가 수용 입장을 밝혔다휠체어 사용 장애인이 고속·시외버스, 광역버스, 공항버스에 휠체어 승강설비 등 편의시설이 갖춰져 있지 않아 이용에 차별을 겪고 있다며 낸 진정과 관련, 인권위는 지난해 7월 국토교통부장관, 기획재정부장관을 비롯해 고속·시외버스 업체 대표 등에도 휠체어 사용 장애인의 시외 이동권이 보장될 수 있도록 휠체어 승강설비 설치 등 필요한 대책 마련을 권고했다인권위는 향후 휠체어 사용 장애인의 시외 이동권 보장과 관련, 국토교통부와 기획재정부가 시행 예정이라고 밝힌 사항에 대해서는 그 이행 여부를 지속 점검할 예정이다"
52,"[한겨레] Weconomy | 오토 라이프※ 누르면 이미지가 확대됩니다양산시는 연말까지 전기버스 3대를 일반 노선에 투입하는 것을 시작으로 앞으로 5년 동안 시내버스 199대 가운데 30%인 60대를 전기버스로 대체할 예정이라고 밝혔다나동연 시장은 “대기질 개선 효과뿐 아니라 연료비와 운영비 측면에서도 비용을 상당 부분 절감할 것으로 기대한다”고 말했다지방자치단체들이 전기버스 도입에 팔을 걷어붙이고 자동차 제조사들이 성능을 개선한 전기버스를 속속 출시하면서 국내에서도 전기버스 보급이 활기를 띠고 있다일부 지자체는 대기질 개선을 위해 노선버스를 모두 전기버스로 교체할 계획이어서 업체 간 공급 경쟁이 한층 뜨거워질 전망이다지자체들 앞다퉈 도입 열기 “대기질 개선에 연료비 절감 기대” 128대 운행중···올해 갑절 이상 늘듯 제주 이미 120대에 올해 100대 더 부산·서울도 ‘전기버스로 교체’ 나서국내 선발 현대차 양산체제로 27석 대형버스 최근 부산에 20대 1회 72분 충전하면 319㎞ ‘거뜬’중국 업체 가세로 경쟁 달아올라 비야디, 15인석 중형 20대 제주에 포톤은 강릉에 100대 공급 계약정부·지자체 보조금 덕 가격 경쟁력 무거운 배터리·긴 충전시간은 숙제 4일 자동차 업계와 지자체의 전기버스 생산·보급 계획을 보면, 걸음마 단계에 머물러온 국내 전기버스 시장이 올해부터 지자체와 버스운수업체의 수요 증가로 생산과 공급이 크게 늘어날 전망이다이에 따라 제주, 서울, 부산은 전기버스 시장의 최대 격전지로 떠오를 전망이다부산의 시내버스 회사인 동남여객과 대진여객은 지난해 말 현대차 대형 전기버스 ‘일렉시티’를 각각 10대 구입해 운행에 들어갔다국내 보급 중인 전기버스 브랜드는 현대차를 비롯해 우진산전, 비야디, 자일대우버스, 에디슨모터스, 포톤 등 7개 정도가 꼽힌다지난해 기준으로 전국에서 운영되고 있는 전기버스는 128대다올해는 갑절 이상 보급이 늘어날 전망이다국내 전기버스 시장은 현대차가 본격적으로 나서고 중국 업체들이 진출하면서 분위기가 크게 바뀌었다앞서 강릉시는 평창겨울올림픽에 맞춰 지난해 12월부터 일부 노선버스를 중심으로 전기버스 운행을 시작했다국내 업체인 우진산전도 자체 개발한 전기버스 ‘아폴로 1100’을 선보였다전기버스는 대형 버스 기준으로 환경부 1억원과 국토교통부 1억원을 합쳐 2억원의 보조금을 지원받는다이 가운데 전기버스 구매 용도로 배정된 것은 185대다현대차가 전기버스 상용화에 재시동을 걸고 중국 업체들까지 국내 시장에 뛰어드는 것은 정부 지원과 함께 지자체를 중심으로 전기버스 수요가 무르익고 있다고 판단했기 때문이다중국 광둥성 선전시는 지난해 시내버스 1만6천여대를 모두 전기버스로 교체했다정부와 지자체의 육성 정책에 힘입어 중국 전기버스 시장은 지난해 9만대 가까이 커졌다정보서비스 업체인 블룸버그 뉴에너지 파이낸스(BNEF)는 최근 보고서에서 “세계 전기버스 시장이 지난해 38만대 수준에서 2025년 120만대로 성장할 것”이라고 전망했다홍대선 기자 hongds@hanikr◎ Weconomy 홈페이지 바로가기: http://wwwhanihtml/◎ Weconomy 페이스북 바로가기: https://www"
53,부산진구 노인장애인복지관(관장 김익현)은  10일 송상현광장 내 다이내믹 부산마당에서 교통약자 전용 저상버스 발차식 및 시승식을 가졌다
54,"부산진구 노인장애인복지관 4월 10일 발차식부산성의신협(이사장 윤석영)이 부산진구 노인과 장애인을 위해 2억 5천만 원 상당 저상버스를 부산진구 노인장애인복지관에 쾌척했다부산성의신협이 기증한 저상버스는 노인과 장애인, 임산부 등이 편하게 승하차할 수 있는 특수차량이다부산진구 노인장애인복지관은 부산지역 복지관에서 유일하게 교통약자의 이동권 보장과 교통편의를 위해 2012년 1월부터 '해피버스'라는 이름을 붙인 저상버스 2대를 운행하고 있다최근 해피버스 1호 차의 노후화로 인한 이용자들의 불편을 완화하기 위해 신규 저상버스를 마련키로 하고 지역사회에 후원을 요청했다그 결과 부산성의신협이 부산진구 노약자들의 이동권 보장을 위해 부산진구 노인장애인복지관에 2억 5천만 원 상당의 저상버스를 흔쾌히 기증했다"
55,"여야 울산시장 후보 추진 의사 확인, 실현성 무게배터리로 운행하는 무가선 트램, 사업비 절감 기대부산~포항 동해남부선과 연계, 관광 등 부가효과도         울산시가 신대중교통 수단으로 트램의 도입을 발표했다사진은 스페인의 도심 트램 GRANADA - Tram의 모습 /사진=이탈리아 도시철도 네트워크 블로그    【울산=최수상 기자】 대중교통이라고는 시내버스가 유일한 울산에서 10년 만에 도심 노면전차(트램) 도입이 재시도 된다지방선거를 앞두고 울산시장 여야후보 모두 추진 의지를 발표하면서 실현 가능성에 무게가 실리고 있다이와 관련해 김기현 울산시장은 지난 24일 열린 울산시의회 시정답변을 통해 “트램운행의 법적근거가 되는 관련법들이 지난 2월 개정됐고 또 한국철도기술연구원에서는 열차에 전기선 없이 배터리로만 운행 가능한 무가선 저상트램을 연구개발해 시험운행을 진행하고 있다”며 사업추진을 위한 법적, 기술적 배경을 설명했다전국 7대 특·광역시 중 유일하게 도시철도가 없는 울산시가 트램 도입을 논의한 것은 지난 2002년으로 거슬러 올라간다당시 박맹우 전 시장이 시장선거에서 버스에만 의존하는 대중교통에서 탈피하기 위해 경전철 건설을 공약으로 내걸었다이후 10년 만인 올해 6·13 지방선거를 앞두고 자유한국당 울산시장 후보인 김기현 시장이 트램 도입 의사를 밝혔고 앞서 송철호 더불어민주당 울산시장 후보도 지난 3월 말 도시경쟁력 확보를 위한 SOC분야 공약을 발표하면서 도심 경전철 설치를 포함시켰다com 최수상 기자   ▶ 세상의 모든 골 때리는 이야기 'fn파스'▶ 속보이는 연예뉴스 fn스타  ※ 저작권자 ⓒ 파이낸셜뉴스"
56,"버스 이용률을 높이려면 버스가 안전하고 친절한 교통수단이라는 인식을 심어줘야 한다우리 돈 1300원 만 내면 환승을 통해 원하는 목적지까지 갈 수 있어 시민 10명 중 8명은 버스로 출퇴근하는 도시버스 이용률을 높이기 위해서는 대중교통 무료환승제나 중앙버스전용차로제(BRT) 도입 같은 인프라 구축에서 한발 더 나아가 버스가 안전하고 친절한 교통수단이라는 인식을 시민들에게 심어줘야 한다시민 중심 서비스 개혁 위해 2016년부터 '행복버스' 사업 상습 민원·난폭 운행 등 개선부산시는 대중교통 혁신을 위한 역점 과제로 지난 2016년부터 '행복버스 만들기 사업'을 추진하고 있다대기 편의를 위해 버스도착안내정보기를 늘리고, BRT 구간 버스정류소에 온열의자 30개와 에어커튼 352개를 순차적으로 설치한다시내 주요 정류장 곳곳에 정차면을 추가·정비해 버스업체와 함께 '정차면 준수' 캠페인을 진행하고 있다또 장애인 등 교통약자를 배려하는 저상버스를 속속 도입하고, 매연 없는 전기버스 30대를 전국 최초로 노선에 투입하는 등 버스 고급화에도 투자를 늘리고 있다부산시 교통불편신고센터에 접수된 정류장 통과, 난폭 운전, 불친절 등 버스 불편신고는 2015년 662건, 2016년 548건, 지난해 439건으로 2년 만에 3분의 2 수준으로 떨어졌다9점으로 소폭 증가에 그쳐, 시민의 사랑을 받는 버스로 자리매김하기에는 여전히 갈 길이 멀다"
57,"2%)을 차지했으며, 어린이, 영유아동반자, 장애인, 임산부 순으로 높았다* 교통약자: 장애인, 고령자, 임산부, 영유아를 동반한 사람, 어린이 등 일상생활에서 이동에 불편을 느끼는 사람(교통약자법 제2조 제1호)실태 조사결과, 교통약자의 외출 빈도는 교통약자 유형에 따라 차이가 있었으며, 대체로 일반인보다 낮은 수준인 것으로 나타났다1%로 나타나 지역 내 외출과 지역 간 외출 빈도 차이는 장애인이 가장 큰 것으로 나타났다9%)는 버스의 이용 빈도가 가장 높았으나, 고령자는 지하철(464%)의 빈도가 높았고, 장애인은 버스(24지역 간 이동에 주로 이용하는 교통수단비율은 모든 이용자에게서 승용차가 가장 높게 나타났으며, 그 다음으로 일반인(137%) 순으로 나타났다교통수단, 여객시설, 도로(보행환경)를 대상으로 한 이동편의시설의 기준적합 설치율은 8대 특별·광역시 평균 782%p 증가하여, 개선되고 있는 것으로 나타났다9%) 순으로 높게 나타났으며, 10년이 넘는 노후 선박이 대부분인 여객선(520%)이 가장 낮은 것으로 조사되었다여객시설별 기준적합 설치율은 공공기관의 관리 비율이 높은 도시·광역철도 역사(881%) 순으로 높게 나타났으며, 민간에서 관리하고 있는 여객자동차터미널(594%)의 기준적합 설치율은 크게 증가되었으며 항공기(98여객선의 경우, 점진적인 시설개선과 함께 2016년 이후 신규선박의 도입에 따른 증가로 판단되며, 여객선터미널은 부산연안여객터미널의 구 부산국제여객터미널로의 이전 및 리모델링 등에 따라 기준적합 설치율이 증가한 것으로 나타났다항공기는 전년에 비해 휠체어 보관함 설치 여부, 운항정보 제공을 위한 영상설비(모니터) 구비 여부 등으로 평가기준을 구체화함에 따라 해당 시설을 확보하지 못한 저비용항공사를 중심으로 기준적합 설치율이 하락한 것으로 나타났다* 평가기준 구체화: 휠체어 보관장소 마련 → 휠체어 보관함 설치교통약자에 대한 운항정보 제공 → 영상·음성설비 구비또한 지난 1년간 여객시설 및 교통수단을 이용한 경험이 있는 일반인과 교통약자(총 1,506명)를 대상으로 이동편의시설에 대한 이용자 만족도를 조사한 결과, 이동편의시설에 대한 종합 만족도는 전년 대비 110%, 도로(보행환경)에 대한 만족도는 710%)가 가장 높았고, 항공기(762%) 순이었으며, 여객선의 만족도(633%)가 가장 낮게 나타났다3%)가 가장 낮게 나타났다3%)가 가장 낮게 나타났다3%)가 가장 낮게 나타났다4%) 순이었으며, 여객선터미널의 만족도(681%)가 가장 낮은 것으로 나타났다한편, 교통약자를 위한 이동편의시설의 기준적합률, 저상버스와 특별교통수단 보급률, 교통약자 관련 사고, 교통복지행정 수준 등 9개 교통복지지표를 토대로 지자체별 교통복지수준을 평가한 결과, 8대 특별·광역시 중 교통약자들의 이동이 가장 편리한 곳은 서울특별시(1위)인 것으로 나타났다반면, 울산광역시(8위), 세종특별자치시(7위), 대전광역시(6위)는 낮은 순위를 보이는 것으로 나타났다울산광역시는 여객시설 주변 보행환경 기준적합 설치율, 저상버스 보급률 등에서, 세종특별자치시는 특별교통수단 이용률, 교통복지행정 등에서, 대전광역시는 특별교통수단 보급률, 고령자·어린이 안전도 등에서 낮은 평가를 받았다"
58,"만트럭버스코리아, ‘버스 안전사양 시승회 2018’ 개최막스 버거 만트럭버스코리아 사장이 20일 오전 경기도 김포시 한국타임즈항공에서 열린 ‘만트럭버스코리아 버스 안전사양 시승회 2018’에서 제품 설명을 하고 있다만트럭버스코리아 제공[이데일리 노재웅 기자] 독일 대표 상용차업체 만(MAN)이 국내 버스시장에 본격적으로 뛰어든다만트럭버스코리아는 20일 오전 경기도 김포시 한국타임즈항공에서 ‘만트럭버스코리아 버스 안전사양 시승회 2018’을 개최하고 이같이 밝혔다만트럭버스코리아는 지난해 3월 서울모터쇼에서 아시아 최초로 천연가스 저상버스를 공개하며 국내 버스 시장에서 본격적인 행보에 나선데 이어 2층 버스와 천장 개방형 단층 버스 등 총 3종의 제품군을 완성했다만트럭버스코리아는 20일, 21일 양일간 경기도 김포시 한국타임즈항공에서 ‘만트럭버스코리아 버스 안전사양 시승회 2018’을 개최하고, 정부 관계자, 유관 기업 및 만 고객 200여명에게 만 버스의 첨단안전장치를 직접 선보인다막스 버거 만트럭버스코리아 사장을 비롯해 독일에서 방한한 만그룹 전문 드라이빙 인스트럭터가 참석해 정부 관계자, 유관 기업 및 만 고객 200여명에게 만 버스의 첨단안전장치에 대한 이해를 도우며 의미를 더했다이 밖에도 국내 유일 3개 출입문과 완전한 저상면을 통해 고객에게 향상된 편의성을 제공하는 ‘MAN 라이온스시티 천연가스(CNG) 저상버스’와 국내 유일 천장 개폐형 오픈탑 모델인 ‘MAN 투어링 버스(시티투어)’를 전시해 고객들이 만 버스 전체 제품군을 직접 경험해 볼 수 있게 했다막스 버거 만트럭버스코리아 사장은 “한국은 만그룹의 전 세계 7대 전략국가 중 하나일 정도로 중요한 시장”이라며 “국내 진출 이후 안전한 도로 환경 구축에 앞장서 온 만트럭버스코리아는 앞으로도 각종 첨단 안전 장비를 장착한 제품을 선보이며 믿고 신뢰할 수 있는 브랜드로 자리매김해 나가겠다”고 밝혔다"
