,기사요약
476,"노선버스 업계가 다음 달 주52시간 근로제(주52시간제) 시행을 앞두고 한시름 놓는 분위기다오는 9월까지 처벌이 면제되고 10월부터 본격 단속한다는 것이다시간에 쫓기는 종업원 300인 이상 전국 31개 노선버스업체로선 정부 방침을 반길 수밖에 없다주52시간제 시행을 둘러싼 노선버스 노사의 갈등은 아직 해소되지 않았다노선버스 업계와 지방자치단체가 이런 여건을 좋아만 할 일은 아니다주52시간제 시행 준비과정에서 수요자인 버스 이용객들의 목소리가 그동안 전혀 반영이 되지 않은 게 사실이다정부와 지자체가 우선 파업 철회나 유보를 이끌어내려 노사 당사자들의 문제 해결에 급급했었다버스업계와 지자체들은 이제라도 버스 이용객을 위한 다양한 서비스와 서비스 개선을 분명하게 약속해야 한다지자체가 버스노선 소유권을 가진 사업자의 적자를 메워주고 일정 수익을 보장하는 현재의 ‘수입금 공동관리제’가 있다지자체가 버스노선 소유권을 갖고 운영사업자에 일정기간 지원한 뒤 경쟁 입찰해 운영의 효율을 꾀하도록 하는 ‘노선입찰제’ 등 다양한 방식이 있을 수 있다정부가 지자체를 통해 이런 준공영제 버스운영을 지원하겠다는 것이다준공영제 지원을 하는 세금과 운임을 부담하는 주체가 이용객 아닌가준공영제로 버스 서비스 개선을 국민 이동권 차원에서 더욱 강화해야 한다주52시간제 시행에 따른 버스운행과 영업 정상화가 급하다는 이유로 이 문제가 계속 논의의 뒷전이어선 안 된다서비스 개선, 노선 유지 등에 대한 버스업계와 지자체의 합리적인 대책이 제시되지 않을 경우 이용객들의 불만은 높아질 수밖에 없다정부와 지자체들이 교통약자들의 이동복지에 대한 체계적인 준비를 서둘러야 할 때다"
477,"창경궁 통명전에 설치된 문화재 모형촉각을 이용한 문화재의 이미지 연상과 학습 활동에 활용 가능하다문화재청 궁능유적본부는 성별ㆍ연령ㆍ장애ㆍ언어에 따른 관람 환경 제약을 없애는 ‘궁ㆍ능 유니버설 디자인 무장애공간 조성 사업’을 올해부터 2026년까지 순차적으로 추진한다고 18일 밝혔다유니버설 디자인은 장애ㆍ언어 등에 따른 사용 제약을 제거하는 범용 디자인을 뜻한다3차원(3D) 입체 촉지, 음성 안내, 점자 안내, 국문ㆍ영문 안내 등이 가능하다문화재청 궁능유적본부 제공앞서 궁능유적본부는 관계 전문가와 장애인 단체로부터 조언을 받아 창경궁 보행 시설을 정비하고, 문화재 촉각 모형을 설치했다선정릉에도 유니버설 디자인을 적용한 안내 체계를 도입했다궁능유적본부 관계자는 “문화유산에 유니버설 디자인을 접목하는 경우 원형을 보존하는 데에도 신경 쓸 것”이라고 말했다"
478,"하지만 장애인들이  투쟁방식으로 지하철  지연을 택하면서 이에 대한 평가가 엇갈린다혹자는 장애인들이 지하철 타는 시민을 볼모로 잡는다고도 한다반면 장애인들은 지난 20년 동안 아무도 장애인들의 목소리에 귀를 기울여주지 않아 이렇라도 할 수 밖에 없었다고 항변한다[[불편한 사람들]①휠체어로 지하철 타보니29일 오후 2시쯤 서울 노원역에서 장암 방면으로 가는 지하철 입구손 힘으로 휠체어를 지하철에 한번에 밀지 못하니 앞 바퀴가 지하철과 승강장 사이 틈새에 빠져버렸다29일 오후 2시쯤 서울 노원역에서 7호선 지하철에 타려는데 휠체어 앞바퀴가  승강장과 지하철 사이 틈새에 빠졌다지하철이 승강장보다 5cm 가량 높았는데, 손 힘으로 휠체어를 한번에 밀어넣지 못했다장애인들은 이런 사고가 빈번하다고 말한다배씨는 ""그럴 때면 '지하철 문이 닫히면 어쩌나' 아찔하다""고 말했다━엘리베이터 찾아서…지하철 환승하러 역 밖에 나가는 장애인들 ━29일 오후 기자는 서울 노원역 4호선에서 7호선을 갈아타기 위해 역 밖에 나갈 뿐 아니라 엘리베이터를 네번 타야 했다/사진=김성진 기자휠체어를 직접 타보니 지하철 이용이 불가능한 일은 아니었다기자도 이날 30여분 동안 노원역에 머물면서 휠체어 탄 장애인 2명을 마주쳤다하지만 장애인들은 비장애인들이 겪지 않는 두 가지 불편을 겪었다장애인들은 새로운 역을 갈 때마다 '엘리베이터 동선'을 파악해야 한다휠체어를 타고 환승하려면 2번 출구 엘리베이터로 역 밖에 나간 다음 3번 출구 엘리베이터로 다시 들어와야 한다두 엘리베이터 사이 거리는 약 310m이고, 기자가 휠체어로 직접 이동해보니 10여분이 걸렸다대림역도 휠체어 타고 2호선과 7호선을 환승하려면 역 밖에 나가야 한다장애인들은 이밖에 동대문역사문화공원(DDP) 역, 디지털미디어시티(DMC) 역, 충무로 역 등을 휠체어 동선이 복잡한 역으로 꼽는다장애인들은 '안전'에도 큰 불편을 겪는다지하철과 승강장 사이 '높이 차'는 전동 휠체어를 탄 장애인들도 한번에 넘기 어려운 수준이라고 한다배씨는 ""지하철역마다 바닥에 '휠체어 표시'만 해놓을 뿐 발판 등 보조 장치는 한번도 본 적이 없다""고 말했다익명을 요구한 장애인 지원사도 ""지하철마다 승강장과 높이 차가 달라서 장애인들은 휠체어 바퀴가 틈새에 빠질 때마다 놀라곤 한다""고 말했다━버스 타고 내릴 때 승객들 눈치보는 장애인들뇌성마비를 겪어 휠체어를 타는 배재현씨(44)는 29일 오전 머니투데이 인터뷰에서 저상버스의 기계식 경사로가 버스 정류장과 맞닿지 않는 때가 있어 위험한 순간들이 있었다고 말했다휠체어 탄 장애인이 탈 수 있는 '저상버스' 자체가 적다장애인들은 3대 중 두대는 떠나보내야 하는 셈이다배씨는 ""그럴 때 경사로에서 미끄러져 내려오느라 위험한 일이 많다""고 말했다휠체어를 버스에 고정하는 데는 2~3분이 소요된다고 한다배씨는 ""이제는 '검토하겠다' '연구하겠다' 등 뜨뜻미지근한 대답들에 질렸다""며 ""'실천하겠다'고 답해달라""고 말했다이어 ""지금의 장애인 이동권 복지 수준을 크게 개선해야 한다""며 ""관련 예산을 대폭 늘리는 것도 한 방법""이라 말했다"
479,"- 2001년 &lt;장애인과 지하철을 탑시다&gt;시위와 2021년 12월부터 2022년까지 이어진 &lt;출근길 지하철 탑시다&gt;시위두 시위의 방식과 시민들의 반응은 거울처럼 같았다- 전국의 발달장애인 중 80%는 성인, 발달장애인 가족들이 24시간 지원체계를 원하는 이유는?26일 밤 PD수첩 &lt;우리가 장애인을 볼 수 없는 이유&gt;에서는 최근 &lt;전국장애인차별철폐연대&gt; 일명 ‘전장연’의 출근길 지하철 시위로 정치권에서 주목받고 있는 장애인 이동권과 권리예산 문제 및 성인이 된 발달장애인들의 대해 알아본다오이도역 휠체어 리프트 추락사고 이후 21년 동안 그들이 주장하는 문제점과 지금 다시 장애인 권리가 논란의 대상이 된 이유는 무엇일까?한 장애인 단체가 2001년 3월 9일 &lt;장애인과 지하철을 탑시다&gt;로 지하철 연착 시위를 벌였다2001년 있었던 오이도역 장애인 리프트 추락 참사 이후 장애인들이 자신들의 권리를 위해 시위를 벌인 것당시 지하철에 탑승해 있던 시민들의 반응은 “(시민들을) 볼모로 이렇게 해도 되는 거예요?”라며 불만을 표했다장애인 권리예산을 요구하며 시작된 &lt;출근길 지하철 탑시다&gt;는 2022년까지 이어졌다장애인 단체의 시위로 지하철이 1시간 이상 연착되기도 했다그들의 시위 방식과 시민들의 반응은 2001년 때와 동일했다긴 시간이 흘렀지만 장애인들의 요구 사항과 시위 방식, 그들을 바라보는 사회의 시선은 여전히 같았다이씨는 가족의 도움으로 휠체어에 오를 수 있었다장애 인식 개선 강사로 활동하는 이씨는 현재 한 사회복지재단의 동영상 스트리밍 서비스 채널의 MC로도 활동하고 있었다그는 사지를 못 쓰기 때문에 지하철 출입구를 통과할 때와 엘리베이터를 부를 때 주변 사람의 도움이 절실하다근처에 지나가는 사람이 없어 혼자 20분 넘게 기다린 때도 있었다단차 간격 때문에 겁이 나서 지하철 4대를 보냈어요” 세 차례 환승 끝에 목적지에 도착했지만, 엘리베이터는 고장 나 있었다서울교통공사에 따르면 지하철 역사 275개 중 254곳이 장애인이 타인의 도움 없이 엘리베이터를 이용할 수 있는 곳수업을 위해 장애인 콜택시를 부르지만, 상담원은 그의 인근에 62명의 대기자가 있다고 알렸다법정 기준에 장애인 콜택시는 150명당 한 대결국 집 근처 버스정류장에서 활동지원사의 도움을 받아 저상버스를 탈 수 있었다휠체어가 탈 수 있는 저상버스는 전국 기준 버스 4대 중 한 대로 아직 부족했다당시 이준석 대표는 장애인들이 출근하면서 지하철의 지연이 생기는 부분은 사회적으로 용인된다고 봤다하지만 고의로 지하철 문을 막은 건 무조건 문제라고 지적했다‘전장연’에서 권리예산을 요구하며 시작된 출근길 지하철 시위를 이준석 대표가 SNS에 언급한 건 지난달 25일이었다이준석 대표가 장애인단체의 시위를 연일 공개적으로 비난하면서 관심에서 멀어지던 논란이 다시 뜨거워졌다과거 이명박 서울시장은 장애인 휠체어 리프트 추락사고 이후 2004년까지 모든 지하철에 승강기를 설치하고 저상버스 등을 도입하겠다고 약속한 바 있다이후 2015년 박원순 서울시장이 2022년까지 모든 역에 엘리베이터 설치 및 2025년까지 저상버스 100% 도입 등 같은 약속을 했지만, 두 약속 모두 제대로 지켜지지 않았다그 사이 2001년부터 지금까지 열여섯 명의 장애인들이 휠체어 리프트 사고로 죽거나 다쳤다‘전장연’ 박경석 대표는 시민들이 느낄 출근길의 불편함을 왜 모르겠냐며 말을 전했다장애인 딸을 둔 홍윤희 씨그는 딸을 위해 장애인 이동권 운동에 뛰어들었다홍씨는 딸을 키우며 장애인들이 느낀 불편함을 실감했다고 말했다저절로 좋아진 거는 없어요” 홍씨는 장애인들이 편리하게 이용할 수 있는 지도를 제작하고 있다장애인 이동권 외에도 거리엔 많은 장벽이 있었다휠체어가 오를 수 있을 것 같은 경사로도 장벽 중에 하나였다그런데 그 동선이 우리와 다른 거예요하지만 프로그램 종료가 두 달 남으면서 어머니는 아들 김씨를 오롯이 떠안아야 하는 것에 힘들어했다지난 19일에 발달장애인 자녀를 둔 부모 550여 명이 24시간 지원 대책을 촉구하며 단체 삭발을 진행했다김종옥 전국 장애인 부모연대 이사는 “고통에 빠져있다는 걸 안다면 10년 후가 아니라 할 수 있는 것부터 말해야”한다고 생각을 밝혔다&lt;2020년 장애인 실태조사&gt;에 의하면 전체 장애인의 99%가 활동이 자유롭지 못해 집에 머무르는 재가 장애인으로 추정하고 있었다장애인 자녀를 둔 부모들이 원하는 건 본인들이 없는 세상에서도 자녀들이 안전하게 살아가는 것이었다"
480,"시외·고속버스 장애인 휠체어석 설치 시범사업 지연… 시행돼도 4개 노선에 고작 10대[오마이뉴스 신다임·홍희지·이혜원·권미희 기자]추석 연휴 첫날이었던 12일, 서울 서초구 고속버스터미널 경부선 승차장 앞에서 장애인의 시외 이동권 보장을 촉구하는 목소리가 울렸다전국장애인차별철폐연대(전장연)는 ""장애인도 명절에 버스로 이동할 수 있게 해 달라""며 휠체어 탑승 설비를 갖춘 고속버스 시범사업 운행을 주장했다▲ 추석에 고속시외버스 타고 고향 못 가는 장애인들의 기자회견 12일 서울 고속버스터미널에서 장애인 시외이동권 보장을 촉구하는 기자회견이 열렸다ⓒ 전국장애인차별철폐연합 박승하 활동가   전장연에 따르면 국토부는 올해 추석부터 휠체어 탑승이 가능한 시외·고속버스를 시범 운행할 계획이었다&lt;교통약자의 이동편의 증진법&gt; 3조에 따르면 교통약자는 인권을 보장받기 위해 교통약자가 아닌 사람들이 이용하는 모든 교통수단을 안전하고 편리하게 이용할 수 있는 권리를 지닌다그러나 과연 현재 우리나라에 장애인들이 안전하고 편리하게 이용할 수 있는 교통수단은 얼마나 될까■ 국내 휠체어 탑승설비 갖춘 시외·고속버스 단 1대도 없어 휠체어 사용 장애인이 시외로 이동 시 이용 가능한 교통수단은 매우 열악하다전국의 고속·시외버스 9168대(2019년 7월말 현재) 중 휠체어 탑승 설비를 갖춘 버스는 0대다휠체어 사용 장애인이 버스에 타기 위해서는 전동이 아닌 수동 휠체어를 이용해야 한다는 뜻이다수동 휠체어 사용 장애인이 버스에 탑승하려면 휠체어는 짐칸에 싣고 자신의 좌석까지 누군가의 도움을 받아 이동해야 하기에 사실상 단독 이동이 불가능하다한국장애인자립생활센터협의회(한자협) 최강민 조직실장은 ""장애인 혼자 힘으로 시외이동을 하는 것은 불가능하다또 장애인 화장실에 전동휠체어가 들어가면 화장실 문이 닫히지 않는 것도 장애인이 화장실 이용을 꺼리게 만든다연계교통이 미흡한 탓에 휠체어 사용 장애인들은 목적지에 도달하는 데 비장애인들에 비해 더 많은 시간이 소요된다전장연의 박승하 활동가는 장애인 200명 당 1대로 정한 특별교통수단의 법정기준대수에 대해서 의문을 표시했다휠체어 탑승 설비를 갖춘 시외·고속버스 장애인 시외이동권 투쟁이 본격적으로 시작된 때는 2014년 설 연휴이다전장연 소속 장애인 활동가들은 그때 이후로 명절마다 서울 고속버스터미널에서 장애인의 시외이동권 보장을 위한 버스타기 캠페인을 진행했다이에 따라 국토부는 2017년 4월~2019년 9월 '휠체어 탑승설비 장착 고속·시외버스 표준모델 및 운영기술'을 개발하여 올 하반기에 시범 운영에 들어가기로 했다당초 계획보다는 지연됐지만 다음 달 28일 휠체어 탑승 설비를 장착한 시외·고속버스 시범 운영이 시작된다■ 해외에서 보장하는 장애인 시외이동권 미국 영국 등에서는 우리나라에 비해 시외버스에 장애인석이 더 많이 설치돼 있다호주의 브이라인은 보유 버스의 60%, 일본은 전세 고속버스의 25% 가량이 휠체어 탑승 가능하다미국에서는 실제 이용률이 그렇게 높지 않을 것이라는 일부 비판적 시각에도 불구하고 장애인 시외이동권은 인권 문제라는 공감대가 형성돼 휠체어 탑승 가능 고속버스 개발이 이루어졌다장애인차별금지법(Americans with Disabilities Act)의 고속버스 접근성 규정(Fleet accessibility requirement for OTRB fixed-route systems of large operators, 2000년 10월 30일 시행)에 의해 대형 회사는 2006년 10월 30일까지 운행하는 고속버스의 50%, 2012년 10월 29일까지 운행하는 고속버스의 100%에 휠체어 사용자 등이 탑승할 수 있는 설비를 의무적으로 설치하도록 했다영국은 대중교통 접근성 규칙(Public Service Vehicle Accessibility Regulations)에 의거, 2020년 1월 1일까지 모든 고속버스에 휠체어 승강설비를 의무적으로 설치하도록 했다휠체어 탑승이 불가능한 시외버스 외에도 지하철, 전철, 자가용 이용, 계단 이용 등 장애인이 이동에서 불편함을 느끼는 부분은 아직 수없이 남아 있다한자협 최강민 조직실장은""장애인 이동권 문제는 예산을 장애인에게 베푼다는 시각으로 바라볼 문제가 아니라, 장애인이 차별받는 현실에서 당연히 해결해야 하는 문제""라고 말했다전장연 박승하 활동가 또한 ""장애인 이동권을 지속적으로 주장하는 이유는 이동(교통)이라는 가치가 철저히 공공재라고 판단하기 때문""이라며 ""누구나 평등하게 교통수단을 이용할 수 있는 여건이 마련돼야 한다""고 말했다실제 장애인이 이용할 수 있는 버스 수가 전체 버스에 비해 턱없이 적기 때문이다"
481,"경찰청, 수소전기버스 시승 행사 개최내년 실증 거쳐 2021년부터 교체 추진…2028년 완료이낙연 총리 ""시민에게 보다 쾌적한 환경 제공할 수 있을 것""이낙연(앞줄 왼쪽 여섯번째) 국무총리와 민갑룡(다섯번째) 경찰청장이 31일 서울 광화문에서 열린 수소전기버스 시승 행사에서 기념촬영을 하고 있다(사진= 경찰청)[이데일리 박기주 기자] 경찰이 기동대 버스의 배기가스 문제를 해결하기 위해 수소전기버스를 도입한다수소전기버스는 기동버스의 배기가스 문제를 해결할 수 있을 뿐만 아니라 차량 자체가 공기청정기의 역할을 하게 돼 경찰버스 주변의 공기 질이 더 개선되는 효과를 볼 수 있다는 게 경찰의 설명이다경찰은 2020년 말까지 이번에 도입되는 수소전기버스의 실증 작업을 거쳐 이듬해부터 다른 버스에 대한 교체 작업에 들어가고 2028년까지 경찰버스 전체(802대)를 수소전기버스로 교체한다는 계획이다뿐만 아니라 저상형 수소전기버스 이외에도 2021년 상용화를 목표로 산업부 및 환경부·현대차와 함께 고속형 경찰 수소전기버스의 개발을 추진하는 한편 수소전기순찰차도 내년 시범운영에 들어갈 예정이다"
482,"▽ 경찰버스 대기 시간에 공기 정화효과▽ 이낙연 총리 첫 아이디어 제안 현실화▽ 수소버스 1km 달리면 4수소경찰버스 아이디어는 이낙연 총리가 먼저 낸 것으로 알려졌다서울 광화문 일대 등 주요 현장에 경찰버스가 장기간 시동을 켠채 대기하는 경우가 많아서다미국 환경보호청(EPA)에 따르면 같은 도심이더라도 도로에 가까울수록 미세먼지 입자 수가 최대 2배가량 높은 것으로 조사됐다수소전기버스가 연간 8만6000km를 주행한다고 가정하면 총 41만8218kg의 공기 정화가 가능하다는 뜻이다이날 서울 광화문 인근 대한민국역사박물관 앞에서 열린 수소버스 개발 보급 확대를 위한 업무협약(MOU) 체결식에도 이 총리가 참석했다현대차가 공개한 고속형 경찰 수소전기버스는 기존 경찰버스에 수소연료전지시스템을 탑재하는 방식으로 개발됐다현대차가 공개한 고속형 경찰 수소전기버스 [사진=현대자동차 제공]현대차는 연말까지 고속형 경찰 수소전기버스 2대를 경찰청에 제공하고 내년 말까지 경찰청과 공동으로 실증 사업을 진행한 뒤 2021년부터 양산에 돌입할 계획이다현대차는 산업부, 환경부, 경찰청과 '경찰 수소버스 확산을 위한 상호 협력에 관한 업무협약'도 맺었다또한 환경부는 경찰 수소버스가 원활히 운행될 수 있도록 수소충전소 보급과 연계 지원을 담당하고 현대차는 경찰 수소버스의 개발과 실증, 생산 등을 차질 없이 추진하기로 했다이에 따라 정부는 2028년까지 경찰버스 802대를 수소전기버스로 교체할 계획이다현대차는 31일 서울 광화문 인근 대한민국역사박물관 앞에서 고속형 경찰 수소전기버스 1대를 공개하고, 경찰수소버스 개발 보급 확대를 위한 협약(MOU)을 체결했다사진은 현대차가 이날 첫 선을 보인 고속형 경찰 수소전기버스 [사진=현대자동차 제공]강경주 한경닷컴 기자 qurasoha@hankyung"
483,"경찰은 내년에 수소전기 순찰차를 도입하는 등 친환경 차량을 늘린다는 계획이다행사에는 이 총리를 비롯해 민갑룡 경찰청장, 정승일 산업부 차관, 정복영 환경부 수도권대기환경청장, 공영운 현대차 사장 등이 참석했다이번에 경찰에서 도입하는 수소전기버스 2대는 이날부터 광화문과 여의도에 배치돼 출동한 기동대원들의 대기 및 휴게 장소로 활용된다경찰은 이번에 도입하는 저상형 수소전기버스 이외에도 산업부·환경부·현대차와 함께 오는 2021년 상용화를 목표로 고속형 경찰 수소전기버스의 개발을 추진한다한편 경찰청과 산업부, 환경부, 현대차는 이날 깨끗한 대기환경 조성 및 우리나라 수소전기차 산업 육성에 이바지하기 위해 상호 협력하는 내용을 중심으로 하는 업무협약(MOU)도 체결했다#수소전기버스 #경찰청 #이낙연   bhoon@fnnews"
484,"전국장애인차별철폐연대가 28일 오후 서울 서초구 반포동 강남고속버스터미널 경부선 광장에서 정부의 '제3차 교통약자 이동편의증진계획' 아래 추진 중인 '휠체어 탑승가능 고속버스' 시범사업을 반기면서 ""교통약자법 가치를 예산 문제로 훼손하지 말라＂고 기자회견을 열고 있다28/뉴스1 © News1 황덕현 기자(서울=뉴스1) 황덕현 기자 = 전국장애인차별철폐연대(전장연)가 정부의 '제3차 교통약자 이동편의증진계획' 아래 추진 중인 '휠체어 탑승가능 고속버스' 시범사업에 환영하면서도 기획재정부에 ""교통약자법 가치를 예산 문제로 훼손하지 말라""고 주장했다전장연은 28일 오후 서울 서초구 반포동 강남고속버스터미널 경부선 광장에서 기자회견을 열고 이같이 밝혔다국토부는 이날부터 3개월간 서울↔부산, 서울↔강릉, 서울↔전주, 서울↔당진 4개 노선에 금호·한화·한일·동부·중앙·동양·천일·한양·충남·대원 등 10개 버스회사가 참여해 사업이 이뤄졌다고 밝혔다이에 박김영희 장애인차별금지추진연대 공동대표는 ""휠체어 탑승 가능 고속버스에 대한 구체적인 예산반영과 운영에 대한 로드맵이 있어야 한다""며 ""2020년 이후 본 사업으로 전환한다는 정부의 계획이 과연 실천 의지가 있는 것인지 의문""이라고 비판했다이번 사업이 제대로 이뤄져 고향에 버스로 가고 싶다""고 토로하기도 했다또 전장연은 국토교통부에 교통약자법을 개정해 장애인들의 이동권과 관련해 Δ시내버스 대·폐차버스 때 저상버스 도입 의무화 Δ교통약자법에 휠체어탑승 가능 고속버스 50% 도입 명시 Δ광역이동지원센터 설치 및 운영비 지원 Δ장애등급제 폐지에 다른 장애인 이동권 기준 마련도 함께 주문했다"
485,"이번에 경찰에서 도입하는 수소전기버스(2대)는 10월 31일부터 광화문과 여의도에 배치되어 출동한 기동대원들의 대기 및 휴게 장소로 활용될 계획이다경찰은 이번에 도입하는 저상형 수소전기버스 이외에도 산업부·환경부·현대차와 손잡고 2021년 상용화를 목표로 고속형 경찰 수소전기버스의 개발을 추진하는 한편 경찰 수소전기 순찰차 또한 2020년에 시범운영을 거쳐 2021년부터 단계적으로 확대하여 도입할 예정이다이 총리는 경찰청과 현대차로부터 ‘경찰 수소버스 운용계획’, ‘경찰수소버스 특징 및 실증계획’을 보고받은 후 환경부의 ‘수소버스 및 경유버스 오염물질 비교시험 시연’을 참관하였다이 총리는 현장에서 근무하는 기동대원을 격려하는 한편, 앞으로도 국민이 안심하고 생활할 수 있도록 치안 유지에 더욱 힘써 줄 것을 당부하였다"
486,"오는 2021년까지는 저상버스 457대로 확대 도입하기로[대전CBS 정세영 기자]대전시가 출입문이 3개 있는 3문 저상 시내버스를 19일부터 시범운행한다(사진=정세영 기자)3개 출입문 중 2번째 문을 통해 휠체어나 유모차를 다른 승객의 도움 없이 승하차할 수 있다버스 시승을 한 대전 장애인인권포럼 박한우씨는 ""버스 출입문이 3개여서 비장애인과 출입문을 나눠 탈 수 있어서 편하게 느껴졌다유모차를 끌고 3문 시내버스에 탄 여성도 ""평소에는 아이를 유모차에 태우고 버스에 탈 생각을 하지 못했는데, 도움 없이 승하차할 수 있어서 편했다대전 장애인인권포럼 신인수씨는 ""문이 3개여서 편했지만, 버스에 들어갔을 때 기존보다 자리 잡을 수 있는 공간이 좁아졌다""고 말했다허태정 대전시장은 ""장애인과 어르신 등 교통약자의 이동권을 보장하기 위해 오는 2021년까지 3문 저상버스 등 저상버스를 457대까지 확대 도입할 것""이라고 말했다▶ 확 달라진 노컷뉴스▶ 노컷뉴스 구독 서비스▶ 재미와 흥미가 있는 동영상 구경하기 lotrash@cbskr저작권자 © CBS 노컷뉴스 무단전재 및 재배포 금지"
487,"총학생회 ""학내 저상버스 재운행해야""    (서울=연합뉴스) 채새롬 기자 = 서울대와 서울시, 운수회사 간 책임 떠넘기기로 장애학생의 통학을 위한 서울대 내 저상버스가 3년째 운행되지 못하고 있다버스회사인 한남운수가 서울대 내 일부 과속방지턱이 저상버스 하단부와 충돌해 고장을 일으킨다는 이유로 저상버스 운행을 중단한 것이다하지만, 서울대 장애인권동아리 턴투에이블(turn to able)과 총학생회 등이 지속적으로 문제를 제기하자, 최근 대학 본부는 입장을 바꿨다저상버스가 운행할 조건이 마련된 것처럼 보였지만, 이번에는 한남운수 측에서 돌연 태도를 바꿨다서울대 총학생회와 턴투에이블, 신언근 서울시의원은 17일 서울대 행정관 앞에서 기자회견을 열어 학내 저상버스 재운행을 촉구했다신언근 서울시의원은 ""버스회사가 시민의 혈세로 준공영제로 운영되고 있음에도 사실상 저상버스 운행을 거부하는 것은 큰 문제""라며 ""장애학생들의 인권을 위해 보다 적극적인 협조가 요구된다""고 밝혔다"
