,기사요약
10,지체 장애인들이  장애인의 이동권 보장을 요구하며 고속버스터미널에서 버스 점거 농성을 벌이고 있습니다
11,"[한겨레] 정부, 리프트 설치 비용 내년 예산에 반영 안해장애인단체, 고속버스터미널에서 항의 집회전국장애인차별철폐연대 회원 100여명이 ‘세계 장애인의 날’을 하루 앞둔 2일 오후 서울 서초구 고속버스터미널 승강장에서 ‘고속버스 타기’를 시도하고 있다김씨는 휠체어를 실을 수 있는 고속버스가 있다면 광주에 다시 한번 가보고 싶다고 말했다” 2일 오후 4시 서울 강남구 서초동 고속버스터미널 경부선 1~13번 승차장에 휠체어를 탄 장애인 150여명이 모였다‘세계 장애인의 날’을 하루 앞둔 이날 전국장애인차별철폐연대는 휠체어를 탄 장애인들이 고속버스를 탈 수 없는 현실을 보여주기 위해 오후 4시30~40분 부산과 세종시 등으로 출발하는 고속버스 10대에 세 자리씩을 미리 예약했다16억원이면 휠체어를 탄 장애인들도 고속버스를 이용할 수 있다"
12,"전장연은 ""정부가 협약에 가입만 해놓고 사실상 의무를 이행하지 않고 있다""며 ""선택의정서를 조속히 비준해 장애인에게 최소한의 인간다운 삶을 보장해야 한다""고 강조했다전장연은 기자회견에 앞서 지난 사흘간 서울 강남고속버스터미널 승강장에서 장애인 이동권 보장을 요구하며 '고속버스 승차 투쟁'을 벌였다조현수 전장연 정책국장은 ""국토부가 16억원을 들여 고속버스 40대에 휠체어리프트를 설치해 운용하는 방안을 제시했지만, 어제 확정된 내년도 최종예산안에 포함되지 않았다고 한다""면서 ""이는 현 정부가 장애인 이동권 보장에 대한 최소한의 의지도 없다는 의미로밖에는 받아들일 수가 없다""고 비판했다"
13,장애인차별철폐 부산공동투쟁실천단은 15일 부산시청 광장에서 뇌성마비 장애인 가족 권리 보장과 지원 촉구 결의대회를 열어 “뇌성마비 장애인과 가족을 위한 합리적인 교육·복지·의료 지원 체계를 마련해 달라”고 정부와 부산시에 요구했다고속버스에도 저상버스를 도입하는 등 장애인 이동권을 보장해야 한다”고 말했다
14,"© News1 안은나 기자20일 전동휠체어 이용 장애인 200여명, 강남터미널 집결(서울=뉴스1) 홍우람 기자  = 장애인단체 연대기구인 420장애인차별공동투쟁단은 17일 오전 서울 정동 민주노총 회의실에서 20일 장애인들의 이동권 보장을 요구하는 '희망 고속버스' 투쟁에 나선다고 예고했다공동투쟁단은 경찰과 버스 사업주가 장애인들의 고속버스 탑승을 봉쇄할 경우 법적 대응에 나서겠다는 방침이다"
15,"부산경찰이 마련한 종합대책은 장애인 시설 주변 지역의 스쿨존에 준한 관리, 책임 경찰관 지정 불법 주·정차 단속 강화, 시설물 보완 및 맞춤형 교육 등이다먼저 경찰은 특수학교 15곳과 복지관 14곳 등 장애인 시설 77곳에 대한 책임경찰관을 지정하고 불법 주·정차 단속을 강화할 계획이다"
16,국토부는 국비 55억원을 지원해 추가로 270대를 도입할 예정이다아울러 국토부는 “휠체어 장애인의 고속버스 이동권 보장은 국가재정상 문제 등으로 단기간 내 해결이 곤란하지만 이동편의 증진을 위해 조만간 장애인 이동실태조사와 확충방안에 대한 연구용역에 착수할 예정” 이라고 덧붙였다
17,"부산참여자치시민연대는 보행자들의 권리 확보를 위해 지난달 16일 부산도시교통 서면역 2번 출구에서 밀리오레~궁리마루~쥬디스 태화를 지나 서면역 2번 출구로 되돌아 오는 구간의 횡단보도 23곳을 비롯해 도로의 점자블록 상태를 조사한 결과 이 구간의 횡단보도가 대부분 점자블록이 규정대로 설치돼 있지 않거나 보도 턱이 높고 경사가 심해 보행하는데 위험한 것으로 확인됐다고 9일 밝혔다또 시각장애인들이 횡단보도에서 대기할 때 안전을 확보하기 위해 횡단보도 앞에서 30㎝ 간격을 두고 설치토록 돼있는 점자블록이 제대로 설치돼 있는 곳은 23곳 중 동보서적 앞 횡단보도 1곳밖에 없는 것으로 드러났다더욱이 횡단보도가 아닌 곳으로 유도된 점자블록이 2곳이나 되고, 나머지 3곳은 보도 앞 점형블록을 설치하지 않았고 8곳은 닳아서 점자블록 기능을 하지 못하는 것으로 확인됐다"
18,"/뉴스1 © News1 안은나 기자전동휠체어 탄 장애인 200여명 동시에 고속버스 예매장애인들 타는데 시간 걸려 강남고속터미널 지연 예상장애인의 이동권 보장이 목적/뉴스1 © News1 안은나 기자전국장애인차별철폐연대(전장연)는 투쟁의 목적이 장애인의 이동권 쟁취라고 밝혔다전장연 관계자는 ""시외로 나갈 때 가장 접하기 쉬운 교통수단은 고속버스이지만 전동휠체어를 탄 장애인은 탑승하기가 매우 힘들다""면서 ""이는 장애인의 이동권을 제한하는 것""이라고 지적했다이에 대해 전국고속버스운송조합 관계자는 ""버스 출입문의 너비 등의 문제로 전동휠체어를 탄 장애인들이 고속버스에 탑승하는 것은 어렵다""며 ""표를 예매했어도 탑승이 물리적으로 불가능한 상태""라고 난감해 했다고속버스터미널 관계자는 ""현재 버스에 탑승이 불가능한 장애인들에 대한 뾰족한 대책은 없다""며 ""버스가 지연돼 불편을 겪을 승객의 피해를 최소화하는 방안을 강구 중""이라고 밝혔다"
19,"안철수, 선거 사무소 방문 ""김 후보가 부산 바꿀 것"" 오 후보 '민생대장정' 완료 ""약자 편에 서는 시장"" 다짐■안철수 ""김영춘 믿는다""11일 오전 10시 김 후보의 부산혁신선대위 사무소 개소식에 안철수 새정치연합 공동대표가 참석했다안 대표는 이날 20년 넘은 새누리당 독점 구도를 비판하며 ""김 후보는 평생 민주주의와 시민 삶을 개선하는 데 노력했다""며 ""김 후보가 부산 변화를 위해 힘찬 발걸음을 내딛어 주리라고 믿는다""고 밝혔다■오거돈 ""시민 아픔 공감""무소속 오거돈 후보는 11일 '민생대장정'을 마무리했다오 후보는 ""민생대장정을 통해 시민 한 분 한 분의 꿈을 이뤄드리는 게 저의 꿈이 되었다""며 ""소통 시장, 약자 편에 서는 시장, 시민 시장으로 태어나겠다""고 소감을 밝혔다오 후보는 ""시장이 당선된 뒤에도 민생대장정을 이어가겠다""는 뜻을 밝혔다"
20,오거돈 후보는 이날 ▲각 구별 무료식사 장소 살치 ▲두리발 확대 등 장애인 이동권 확대 ▲경로당 운영비 2배 인상 등 민생대장정 중 시민들로부터 들은 목소리를 생활공약으로 발표했다
21,'신형 저상버스' 시승식     부산시는 장애인 콜택시 1천290대 가운데 낡은 10대를 올해 안에 교체할 예정이다
22,"묻혀진 진실이 세상으로'2002 한국전쟁 전후 피학살자 유족증언대회' 열려…나주 봉황면 철야마을 학살, 단양 괴개굴 미군폭격에 의한 학살 등 새로운 증언 나와(74)/ 대전 산내 골령골 집단학살 암매장지에서 '희생자 위령제 및 한국전쟁 전후 민간인학살 특별법 제정 결의대회' 열려(7그대의 오만함의 끝은?미군, 아프간 결혼식장에 폭격…수백명 사상(72)/ 미국, 5개 유엔안보리 상임이사국이 형사재판소의 평화유지군 조사를 거부할 수 있도록 하는 방안 내(73)/ 주한미군사령관, ""미 육군이 사고에 대한 전적인 책임이 있다"" 발표/ 법무부, 미군 운전병 등 2명을 피고소인 신분으로 8일 의정부 지청에서 조사하기로 했다고 밝혀/ '미군 장갑차 여중생 살인사건 진상규명 범국민대책위', 미2사단앞 집회…재판관할권 한국 정부 이양 요구/ 사고 현장인 양주군 광적면 효촌리 주민 200여명, △재판관할권 이양 △책임자 처벌 △미군 훈련장 폐쇄 등 요구 시위(7기타경찰, '장애인 이동권 쟁취를 위한 연대회의' 집회 강제 해산…30여명 집단연행(73)/ '양심에 따른 병역거부권 실현과 대체복무제도 개선을 위한 연대회의', 대체복무제도 입법을 위한 공청회 열어(7"
23,장애인연대 기자회견 부산지역 23개 장애관련 기관으로 구성된 '2014 부산시지방선거장애인연대'는 15일 기자회견을 열고 서병수 새누리당 부산시장 후보에게 장애인계의 요구사항을 공약으로 수용할 것을 요구하는 질의서를 전달하고 20일까지 답변을 요구했다
24,"6월 9~30일, 지방자치단체와 산하기관 청사 등 대상당사자 입장에서 불편 여부 점검(부산·경남=뉴스1) 박광석 기자  = 경남도는 이달 말까지 지방자치단체 청사·공원·관광시설의 장애인 편의시설 점검을 실시한다고 10일 밝혔다경남도 이지환 장애인복지과장은 “이번 휠체어장애인 점검반원 편성은 편의시설을 이용하는 당사자 입장에서 적정성 여부를 조사해 미비 시설을 개선하기 위함”이라며 “하반기에는 문화시설 등 점검 대상을 확대할 계획”이라고 밝혔다"
25,"[김영웅 장애인, 前 민주당 전국장애인위원회 대변인] 하루가 멀다고 사고 소식이 들려오고 있다하지만 전동휠체어를 타고 집을 나설 때부터의 어려움은 매일 <정글의 법칙>의 난이도를 뛰어넘는 듯하다장애인의 일상은 정글의 법칙울퉁불퉁한 인도와 가파른 경사로, 계단으로 오르내릴 수밖에 없는 오래된 건물, 휠체어 이용자를 배려하지 않은 화장실 등은 비교적 작은 문제에 속한다하지만 같은 사고에서 당신이 전동휠체어를 이용하는 장애인이라고 생각해보자따라서 자력으로 탈출하는 것은 불가능하며, 누군가가 문을 열어주지 않으면 휠체어를 탄 당신은 화마를 피하기 어려울 것이다또 휠체어 좌석은 열차 1편에 2곳, 6석이 전부여서 사람이 많아 지정된 출입문으로 탑승하지 못하면 이용할 수가 없다지하철은 그나마 전동휠체어 장애인들이 비교적 빈번하게 이용하는 대중교통 중 하나이지만, 기차는 아직 쉽지 않은 교통수단이다전동휠체어 장애인을 위한 좌석은 열차 1편에 2석이 최대이기 때문에 휠체어를 이용하는 일행이 많으면 여러 편에 나누어 탑승해야 한다도움을 받아 어렵게 사람이 먼저 탔다 해도 전동휠체어를 온전히 실을 수가 없다따라서 휠체어를 이용하는 사람이 배를 타고 여행을 떠나는 일은 거의 없다휠체어를 오르내리기 위한 리프트는 역무원이 열쇠를 꽂아야만 작동하고, 그마저도 이용에 적지 않은 시간이 필요하기 때문이다장애인 임시거주시설에서 생활하던 중 장애등급이 낮다는 이유로 활동보조인 서비스를 거절당한 고(故) 송국현 씨도 거동이 불편한 까닭에 화마를 피하지 못했다전남 장성의 요양병원 화재 사고의 피해자분들도 따지고 보면 모두 거동이 불편한 장애를 갖고 계신 셈이었다ⓒ성동장애인자립생활센터이처럼 장애인들이 사고에 극히 취약하다는 것은 장애인 인권활동가로 열심히 활약하던 고(故) 김주영 씨가 2012년 10월 불의의 화재 사고로 세상을 떠난 직후부터 장애계의 큰 화두로 떠올랐다사실 국내 장애인 인권운동의 시발점도 2001년 오이도역 휠체어리프트 추락 사고에서부터 시작한 셈이니, 10년이 훨씬 지난 지금까지 같은 사고가 반복될 때마다 매년 쏟아지는 대책과 대안에 장애인들이 쓴웃음을 짓는 것도 무리가 아닐 것이다큰 사고가 터질 때마다 안전을 강화하겠다, 국민 생명을 지키겠다고 약속하지만, 정책이 개선된 이후 같은 곳에서 똑같은 사고가 일어난다고 해도 여전히 휠체어를 이용하는 장애인의 생명을 장담하기 어려운 현실이다""그렇다면 지하철역 화재 사고 시 어떻게 해야 휠체어 장애인들이 빠져나올 수 있을까?"", ""그렇다면 누구에게 장애인 복지 정책을 맡겨야 할까?""의외로 답은 간단하다몸에서 떼려야 뗄 수 없는 네 바퀴의 작은 세월호, 실로 모든 대한민국 장애인들은 매일 현관 앞에서 입술을 굳게 다물고 길을 나서는 셈이다)김영웅 장애인, 前 민주당 전국장애인위원회 대변인 (dongglmoon@pressian"
26,"검찰이 순천 별장 통나무 벽장에 숨은 유병언씨를 놓치는 등 고비마다 어처구니없는 실수를 한 것으로 드러나면서 검찰 수뇌부에 대한 책임론이 확산되고 있습니다오늘이 세월호 참사 발생 100일 째이지만 사건의 실체적 진실 규명은 물론 책임자조차 오리무중으로 남아있습니다최경환 경제부총리가 이끄는 새 경제팀이 오늘 과감한 경기부양책이 포함된 경제정책 방향을 발표합니다검거 과정에서부터 총제적 부실이 있었다는 점이 다시 한 번 드러나면서 검찰 수뇌부에 대한 책임론도 강하게 일고 있습니다= 지난달 5월 25일 검찰이 별장을 압수수색하는 과정에서 유 씨가 통나무 벽안에 숨어 있었다는 충격적인 사실은 유 씨와 함께 별장에 은신해있다 홀로 붙잡힌 여직원 신모(33 구속) 씨의 입에서 나왔습니다양승진 돌아와, 양승진 돌아와!""세월호 참사 100일을 맞아 실종자 가족을 위로하기 위해 시민들과 유족들이 진도체육관에 모였습니다실종자 남현철 군의 아버지 남경원 씨입니다""실종자 가족들의 아픔을 누구보다 잘 알고 있는 이들은 바로 유족들입니다유족들의 한이 서려 있고 지금도 실종자 가족들의 피눈물이 마를 날 없는 방파제에서 풍등을 하늘로 날려보내며 실종자들의 귀환을 빌고 세월호 특별법의 조속한 제정도 염원했습니다""정부의 무능함 때문에 많은 사람들이 희생되었으니까 세월호 특별법을 통해서 진상을 규명하고 유가족들의 요구에 맞게 해줘야 한다고 생각합니다가족들은 특별법에 댛나 사회의 편견과 오해가 상처를 더욱 깊게 한다고 입을 모았습니다= 단원고등학교 2학년 고 김승태 군의 아버지 김종인 씨의 가방에는 손바닥만한 아들의 증명 사진이 걸려 있습니다의사자 지정 요구에 대한 오해로 곱지 않은 시선까지 더해지면서 가족들의 상처는 더욱 깊어지기만 합니다빨리 법이 통과돼야 하는데 날짜가 지나가면 잊혀지지만 나는 세월이 흐를수록 더 그리워지고…""진도에서 그리고 국회에서 100일 동안 가족의 빈자리를 채우려 몸부림쳤던 가족들의 가슴은 이제 사회의 편견과 무관심에 멍들고 있습니다사건의 실체적 진실도 밝혀진 게 없고 그 누구도 책임지려는 사람이 없습니다""(박근혜 대통령)대통령이 유족들에게 직접 약속한 세월호 특별법실체적 진실 규명은 갈수록 어려워질 수밖에 없습니다세월호 참사 이전과 이후달라져야 했지만 결국 달라지지 못했고, 아무도 책임지지 않는 가운데 망각의 속도만 빨라지고 있습니다과감한 경기부양과 부동산 규제완화 등 굵직한 대책들이 나올 걸로 보여, 시장의 관심이 집중되고 있습니다과연 이 기대감을 만족시키기에 충분한 대책이 나올지 오늘 경제정책방향에 이목이 집중되고 있습니다그러나 환기는, 시간이 걸리고 냄새난다는 민원도 야기시켜 지켜지지 않고 있습니다""총회에서 채택된 권고를 바탕으로 접근가능한 관광에 필요한 구체적인 실천을 요청하고 있습니다또 관광인프라나 접근가능한 서비스에 필요한 각종 정보를 제공하고 있습니다""유럽연합(정의위원회)은 유럽장애인연합회와 공동으로 매년 접근성 우수도시를 선정하고 있습니다""모두가 즐기는 관광을 위해 세계는 빠르게 변화하고 있습니다아침신문들은 세월호 100일을 어떻게 전하고 있습니까?= 네아침신문들 모두 1면 머릿기사 등을 통해 비중있게 다루고 있습니다반면에, 경향과 한국은 ""세월호 100일…달라진게 없다""는 제목으로 국가개조가 한발도 못나갔다는 점을 강조하고 있습니다이 때문에 시신 발견 당시 초동 대응이 부실했다는 비판을 피하고자 경찰 내부에서 의도적으로 유출한 것 아니냐는 얘기가 있다고 신문은 전하고 있습니다특히, 세월호 참사 여파와 브라질 월드컵 참패에 따른 실망감까지 겹쳐 무관심이 더해진 것 같다고 합니다이 때문에 태극전사들의 사기가 바닥에 떨어진 상태로 연습은 하지만 신바람은 나지 않는게 요즘 선수촌 분위기라고 전하고 있습니다동아일보는 사실이 아니다라는 미국 월스트리트저널의 보도 내용을 소개하고 있습니다그렇다고 잠을 적게 자는 것이 좋다는 얘기는 아니고 약 7시간이 최적의 수면시간이라고 하는데요다음달 정년 퇴임을 한다고 합니다"
27,"【 대구=김장욱 기자】 ""'오로지 시민행복, 반드시 창조대구'의 슬로건 아래 대한민국 3대 도시의 위상을 되찾겠다▲대한민국 3대 도시의 위상을 되찾고 살기 좋은 지역으로 만들기 위해 '오로지 시민행복, 반드시 창조대구'를 슬로건으로 정했다우선 대구를 대한민국 창조경제의 선도도시로 만들겠다경북도청 이전 적지를 창조경제의 전진기지로 조성하고 청년창업펀드 조성과 스마트벤처창업학교 설립으로 제2의 벤처붐이 대구에서 시작되도록 하겠다또 창조혁신 인력 1만명을 양성, 젊은이들이 대구에서 꿈과 희망을 키울 수 있도록 만들겠다대구에서 다시 제2·제3의 이상화나 이인성과 같은 세계적인 체육인 또는 문화예술가가 나올 수 있도록 적극 지원하겠다대구를 녹색환경도시로 만들겠다마지막으로 소통협치도시 대구를 만들겠다남부권 신공항 건설에 대한 견해는▲남부권 신공항 문제에 대해서는 부산시장에 비해 결코 뒤지지 않는다고 생각한다현재 신공항 문제는 부산은 부산 가까이, 대구는 대구 가까이에 유치하려고 하다 보니 문제가 생기는 것이다이미 남부권 신공항 이전에 동남권 신공항이 무산된 전례가 있는데 그때도 부산과 대구가 서로 싸우다 유야무야됐다대구·경북 한뿌리 선언식에서 합의한 '상생협력 상설기구'를 설치, 취수원 이전 및 도청 후적지 개발 등 시·도 현안 해결, 남부권 신공항, 수도권 규제완화 반대, 경제공동체 실현, 광역권 교통망 확충 등도 공동 노력하겠다"
28,2005년부터 실시되고 있는 ‘함께 움직이는 세상 공모사업’은 예산이나 인력 부족으로 복지사업을 펼치는 데 어려움을 겪는 단체를 지원하는 것이다현대차는 ‘함께 움직이는 세상 공모사업’을 통해 2005년부터 현재까지 총 305개 사업을 도왔으며 지원 금액은 40억원에 이른다기아차는 봉사활동 기획 프로젝트를 평가해 우수 프로젝트에 최고 1000만원에서 최소 100만원까지 매칭 펀드의 형태로 지원하는 사업인 ‘어기여차’를 통해 대학 동아리의 각종 봉사 활동을 돕고 있다기아차는 2012년부터 에이블복지재단과 손잡고 경제적 여건이나 이동의 자유 측면에서 어려움을 겪고 있는 교통약자들의 이동권을 향상시키기 위한 사회공헌 사업인 ‘초록여행’ 사업을 진행해 오고 있다현대차그룹은 올 6월 학대피해 아동보호와 아동학대 예방을 위해 3년간 총 12억원을 지원하는 협약을 맺고 차량 전달식을 가졌다
29,"청계산입구역 30m 거리 …초역세권에 임대료 저렴27일부터 서초내곡, 송파삼전, 구로천왕 집들이[아시아경제 김민진 기자] #20일 서울 서초구 청계산로 행복주택 서초내곡지구 공사현장국토교통부는 올해 이들 3곳과 강동강일지구 행복주택 입주를 계획하고 있는데 내곡지구 등 3곳은 이달 27일, 강일지구(346가구)는 오는 12월 말께부터 집들이를 시작한다그중에서도 내곡지구는 강남권에 공급되는 행복주택으로 지하철 신분당선 청계산입구역 초역세권에 위치해 있어 입주자 모집 당시부터 인기가 높았다행복주택 서초내곡지구에서 가장 평수가 큰 전용면적 29㎡ 내부 모습1동짜리 건물로 지어진 내곡지구 행복주택은 청계산입구역 1번 출구에서 청계산 방향으로 30m도 안 되는 거리에 있다내곡지구 행복주택은 'ㄷ'자 모양의 5층 건물로 지하 2층과 3층에는 주차장이, 지하 1층 선큰광장 주변으로는 코인세탁실, 입주민회의실, 사회적기업이 입주할 사무실 등의 공간이 마련돼 있다그중 1대는 양쪽에 출입문이 있어 휠체어를 타고도 불편하지 않게 이동할 수 있다주차장 등 건물 곳곳에는 CCTV가 설치돼 있어 24시간 교대근무를 하는 경비실에서 모니터링할 수 있다부산에서 올라와 올 초부터 직장이 있는 양재동에 거주해 온 사회초년생 임씨는 직장과 가까우면서도 임대료가 싸고 안전한 집을 찾다가 행복주택을 알게 됐다임씨는 ""회사와 가까운 강남에 있으면서도 임대료가 싸고 SH공사에서 지은 곳이라기에 신뢰가 갔다""며 ""치안 문제나 안정적으로 장기거주가 가능하는 게 가장 마음에 든다""고 했다사회초년생 일반공급 대상자인 임씨는 보증금 4392만원에 월세 22만3000원을 내는 조건으로 입주하게 된다지하철 신분당선 청계산입구역 1번 출구로 나오자 'ㄷ'자 모양의 서초내곡지구 행복주택이 눈에 띈다▶행복주택 : 대학생, 신혼부부, 사회초년생 등을 위해 직장과 학교가 가까운 곳에 지어지는 임차료가 저렴한 도심형 아파트"
