,기사요약
36,하지만 2학년이 되고 3학년이 되면서 점점 수업 시간에 뭘 해야 하는지 깨닫고 익숙해져갔다”며 “장애가 있는 친구와 생활하는 법을 배우고 일원으로 인정하는 과정이 사회적으로도 필요하다고 생각했다”고 말했다전국 규모의 법정·비법정 장애인 단체들이 교육감 선거를 앞두고 5일 서울 종로구 서울시교육청 앞에서 장애인에 대한 차별 철폐·교육 권리 쟁취를 위한 ‘2022 교육감 선거 장애인 연대’ 출범식을 열었다5일 교육감 선거를 앞두고 서울 종로구 서울시교육청 앞에선 장애인에 대한 차별 철폐·교육 권리 쟁취를 위한 ‘2022 교육감 선거 장애인 연대’ 출범식이 열렸다
37,앞선 17일 문 예비후보는 캠프사무실에서 여성지지자들로 구성된 '숨비소리' 출범식을 가졌다
38,"전국장애인차별철폐연대(전장연)는 19일 오전 서울 지하철 3호선 경복궁역 승강장에서 기자회견을 열고 ""인수위가 20일까지 우리의 절실한 요구를 묵살한다면, 21일 오전 7시 3호선 경복궁역과 2호선 시청역 일대에서 '제27차 출근길 지하철 탑니다' 행동을 재개할 것""이라고 밝혔다이날 오전 8시 휠체어를 타고 경복궁역 승강장에 도착한 박경석 전장연 대표는 인수위의 장애인 정책과 이준석 국민의힘 대표의 전장연 시위 관련 발언을 지적했다[서울=뉴시스] 최영서 기자 = 박경석 전국장애인차별철폐연대(전장연) 대표가 19일 오전 서울 지하철 3호선 동대입구역에서 승하차 시위를 벌이고 있다"
39,"[경향신문] 김도현 노들장애학궁리소 연구활동가 인터뷰“차별을 통해 장애를 만드는 사회가 문제”손상 때문에 장애인들은 일상이나 사회생활에서 불편이나 차별을 겪는다고 생각한다김도현 노들장애학궁리소 연구활동가(48)는 지난 4월 5일 인터뷰에서 “과거 장애는 개인의 비극이고 개인이 극복해야 할 문제였다”라며 “이런 관념에 도전하는 게 바로 장애학”이라고 밝혔다김 활동가는 장애인의 지하철 시위를 ‘비폭력 직접행동’, ‘시민 불복종 운동’으로 봤다지하철 시위를 비난해온 이준석 국민의힘 대표를 향해선 “기존의 한정된 경험과 앎 속에서 확신에 차 주장하지 말고, 시간을 내어 장애학 관련 책들을 조금이라도 읽어보길 바란다”고 말했다김 활동가는 1996년 대학에서 특수교육학을 전공하면서 장애인 운동을 시작했다&lt;당신은 장애를 아는가&gt;(2007), &lt;장애학 함께 읽기&gt;(2009), &lt;장애학의 도전&gt;(2019) 등을 펴냈다여성학은 학문적인 관심 속에서 탄생한 게 아니다장애학은 장애인 운동을 위한 학문이다장애인이 무언가 할 수 없고 무능력하기 때문에 차별받는 게 아니라 차별에 의해 무언가를 할 수 없게 된다는 얘기다체계화된 담론으로서의 장애학은 장애인 운동을 위한 무기가 될 수 있는 것이다장애학 자체가 장애인 운동이기도 하다”-이준석 국민의힘 대표가 지하철 시위를 두고 ‘비문명’, ‘언더도그마 담론으로 묻으려 한다’ 등의 언급을 했다”-이 대표는 지하철 시위를 불법이라고도 했다"
40,"1 (18:25~20:00)■ 진행 : 박재홍 아나운서■ 패널 : 김성회 소장, 정태근 전 국민의힘 선대위 정무대응실장■ 대담 : 김예지 국민의힘 의원▶ 알립니다*인터뷰를 인용보도할 때는 프로그램명 'CBS라디오 &lt;한판승부&gt;'를 정확히 밝혀주시기 바랍니다◇ 박재홍&gt; 국민의힘 이준석 대표가 출퇴근 시간대에 지하철 시위를 하고 있는 전국 장애인차별철폐 연대를 향해서 연일 날선 비판을 하고 있죠그래서 오늘 아침에 시각장애인인 김예지 국민의힘 의원이 지하철 시위 현장을 찾아서 책임을 통감한다면서 무릎을 꿇고 또 사과를 하기도 했습니다장애인 단체들의 시위를 정치적 시위로, 정파적 시위로 갈라치기 하고 있다, 이런 비판까지 나오고 있는데 의원님께서는 이런 분석 어떻게 판단하십니까?◆ 김예지&gt; 실제로 그렇게 생각하시는 국민 분들이 많으세요그것이 아니라 이것을 기반으로 해서 모든 기본적으로 국민으로서 누려야 당연한 권리를 보장 받게 되는 데 가장 최상위에 있는 권리라고 보시면 됩니다◇ 박재홍&gt; 그럼 지금 가장 시급하게 해결되어야 할 첫 번째 우선순위는 장애인 이동권 보장이다 그리고 권리를, 예산을 반영해야 된다오늘 시위를 하신 분들이?◆ 김예지&gt; 아닙니다어떻게 보면 정책적 바로미터를 보여줄 수 있는 아주 좋은 기회라 저는 너무 뜻 깊게 생각하고 그래서 이것을 어떤 집단의 테러나 어떤 방해하는 요소로 보는 것이 아니라 앞으로의 비전을 제시하고 그리고 윤석열 당선인께서 후보 시절에 내세웠던 공약 중에 제1 공약도, 장애인 공약 중의 제1 공약도 이동권 확대였습니다"
41,"엄마는 컴퓨터를 배우러 장애인복지관에 갔다가 장애인자립생활센터를 알게 됐다마흔이 된 엄마는 그렇게 장애인 운동에 발을 들였다엄마는 휠체어를 타기 시작했다15년이 지난 지금 엄마는 알아주는 장애인 운동가가 됐다지난해 결혼하기 전까지 엄마와 다섯 살 터울 여동생과 함께 살았다엄마는 자신의 장애와 관련된 말은 잘 꺼내지 않았다상처받은 엄마는 2006년 컴퓨터를 배우기 위해 경기 의정부 동네 장애인복지관에 다녔다조씨는 엄마가 걷다가 넘어지는 모습을 숱하게 봤다엄마는 휠체어를 타지 않았다엄마는 이 농성 이후 휠체어를 본격적으로 타기 시작했다기자회견 한달 전 조씨의 할머니, 즉 엄마의 엄마가 심근경색으로 세상을 떠났다엄마는 장애인 남매 추모제에서 이렇게 말했다"
42,"2022년 3월24일 장애인 권리예산에 관한 인수위의 무성의한 답변을 보고 나서 전장연이 한 달여 중단했던 출근길 시위를 재개하자 이준석 국민의힘 대표가 다음날인 25일부터 페이스북에 연달아 글을 올렸다더군다나 (이준석 대표는) 스피커가 크죠결국 우리는 ‘어’ 하는데 이 대표가 ‘아’ 하면 ‘아’가 돼버리는 거예요탈시설, 유엔 장애인권리협약과 싸워야죠전장연을 저격하던 이준석 대표는 비"
43,"6 고민정 의원 페이스북 캡처이준석 국민의힘 대표가 6일 장애인 체험을 위해 휠체어를 타고 출근하는 고민정 국민의힘 의원의 사진을 공유한 뒤 “휠체어로 지하철 타는 체험을 하기 전에 평소에 지하철을 자주 이용해보는 게 우선 아니겠느냐”고 꼬집었다이 대표는 앞서 장애인 이동권 등을 요구하며 출근길 지하철 시위를 한 전국장애인차별철폐연대(전장연)를 향해 “시민을 볼모로 삼은 투쟁방식은 문제가 있다”며 지적했고 이에 고 의원은 “저급한 의도”라며 이 대표를 비난했다“고민정, 휠체어 지하철 체험 전에 평소 지하철 자주 이용해보시라” - 6일 출근길 장애인 휠체어 체험을 하고 있는 고민정 더불어민주당 의원의 사진을 공유한 이준석 국민의힘 대표고 의원은 이 대표가 출근길 지하철 시위를 한 전장연를 향해 “시민을 볼모로 삼은 투쟁방식은 중단해야 한다”며 비판하자 페이스북을 통해 “이 대표는 혐오의 발언을 하지 않았다고 하지만, 왜 그렇게 많은 이들이 비판하고 불쾌해하는지 알아야 한다”고 지적했다"
44,박경석 전장연 대표는 이 대표가 ‘2호선은 후폭풍이 두려워 못 건드린다’는 취지로 말한 것에 대해 “공개 사과하지 않는다면 모든 노선을 골고루 탈 것”이라고 말했다
45,전국장애인차별철폐연대 관계자들이 3월24일 서울 지하철 3호선 경복궁역에서 장애인 이동권 보장 등을 요구하며 승차 시위를 벌이고 있다지하철 엘리베이터 설치율이 비교적 높은 서울이지만 거리나 공공건물에서 장애인이 휠체어로 이동하는 건 여전히 쉽지 않다오랜 세월 우리 사회가 장애인 이동권에 둔감했다는 건 그들이 시민으로 관계를 맺으며 일할 자유를 박탈했다는 뜻이다
46,"이 대표가 대선 국면에서 약속했다는 장애인단체와의 '협의'를 두고도 한 실장은 ""4명의 대선 후보들에게 장애인 권리 예산과 이동권 보장을 요구했을 때 돌아온 것은 심상정 정의당 후보의 출근길 선전전 방문, 그리고 이재명 후보의 토론회에서의 장애인 권리 언급 정도""였다며 ""이외 윤석열 국민의힘 후보와 안철수 국민의당 후보는 관련 사항에 대해서 적극적인 약속이나 협의 조치를 취한 적이 없다""고 지적했다"
47,[앵커]대전에 있는 한 대학교 사회복지학과 학생들이 휠체어를 타거나 눈을 가린 채 거리를 행진하는 체험 행사를 열었습니다[이상우 / 목원대 사회복지학과 교수 : 직접적으로 휠체어를 타 보고 눈을 가리고 도보로 나가는 그런 활동들 자체가 비장애인이 장애인의 입장에서 체험해 보는 그런 간접적인 경험이 될 것이고요
48,"[앵커] 장애인들의 이동권 보장 시위에 대해 국민의힘 이준석 대표가 ""시민의 아침을 볼모로 잡는 부조리""라고 비판하면서 정치권과 시민사회에서 논란이 일어났습니다"
49,고민정 더불어민주당 의원이 6일 휠체어를 타고 서울 지하철 2호선 강변역에서 9호선 국회의사당역까지 출근했다
50,
51,이준석 국민의힘 대표가 최근 장애인 단체의 '지하철 시위'를 비판하며 논란을 빚고 있다서울 지하철 3·4·5호선에서 출·퇴근 시간대 시민들에게 불편을 끼치며 시위를 해야 하냐는 것이다일반 시민들이 전장연의 지하철 시위로 불편을 겪어야 할 이유는 없다
52,[경향신문] 전동휠체어를 탄 장애인이 지하철역에서 에스컬레이터를 이용하다 추락해 사망하는 사고가 발생했다하지만 일상적으로 지하철을 이용하던 장애인이 승강장을 나가는 과정에서 사고가 벌어져 안타까움을 더하고 있다
