,기사요약
10,"지난 3일 부산시노인종합복지관에서 '노인들의 수다'가 열렸다왼쪽부터 문승숙, 권흥순, 류충근, 황창수, 이영애, 류정근, 이수귀 씨""소변 참기 힘든데 공중화장실 적어 급정거 잦고 승·하차 위험한 버스 제발 노인들 좀 배려해 줬으면…"" ""먹고살기 바빴던 게 우리 노인들 소통 기술 배우고 몸 관리 잘 해서 이제 '노인 짓' 아닌 '어른 짓' 해야""이날 권흥순(72·여), 류정근(72), 류충근(67), 문승숙(81·여), 황창수(68) 씨와 노인 관련 활동을 활발하게 펼치는 이수귀(63·여), 이영애(59·여) 씨가 수다에 참석했다좌석 중간에 경로석 만들면 젊은 애들과 편하게 얘기할 수 있잖아류충근=경로석 없애는 데 찬성!이영애=노인이 신체·정신적·사회적으로 건강해야 합니다이수귀=노인들도 젊은이들의 눈높이에 맞춰 대화해야 합니다노인들이 급하게 내리다 다치는 경우가 있어요이수귀=버스 기사들이 급정거하는 경우가 많아요황창수=지하철 무료 연령을 70세로 올리는 것은 괜찮아권흥순=노인들 지하철 유료는 나도 반대야잘 몰라서 복지 혜택을 못 받는 사람이 많더라고복지사들 일손이 부족하니까 이 일을 노인들에게 맡긴다면 일자리 창출이지노인 일자리 수행기관 지정을 받으려고 하는데 잘 안되네"
11,"부산시에 장애인 정책요구안 전달[오마이뉴스 정민규 기자] ▲  장애인들의 권리 실현을 위한 장애인차별철폐 부산공동투쟁실천단이 20일 오후 부산시청 광장에서 출범 기자회견을 열었다ⓒ 정민규""언제까지 기다려야 합니까""20일 오후 봄비가 내리는 부산시청 광장에서 김호상 '420장애인차별철폐 부산공동투쟁실천단'(아래 실천단) 공동대표가 사람들에게 물었다실천단은 장애인의 날이란 이름 속엔 자신들을 권리의 주체로 보지 않고 시혜와 동정의 대상으로 보는 시선이 깔렸다고 생각하고 있다그들의 요구로 활동지원에 대한 부산시의 추가 지원을 얻어냈고, 자립생활센터를 확대하는 성과를 거두었다"
12,"장 씨는 ""최근 제조된 저상버스의 경우 그나마 사정이 나은 편이지만, 대다수 버스가 성인 남성이 앉기에는 좌석 간격이 지나치게 좁아서 장시간 버스를 타면 다리가 저리고 허리까지 쑤신다""며 ""일부 버스는 앉는 것조차 버거워서 억지로 몸을 욱여넣거나, 아예 멀쩡한 빈자리를 놔두고 서서 가는 경우도 있다""고 말했다본보 취재진이 부산지역 시내버스 10대를 임의로 선정해 좌석 간격을 측정해본 결과, 일부 구형 버스의 경우 앞뒤 좌석 간격이 50여㎝에 불과했다한 버스 제조업체 관계자는 ""통상 좌석 개수와 크기 등은 버스 회사와 협의해 조정하고 있다""며 ""연식이 조금 오래된 버스의 경우 최근 출시되는 신형 버스보다 좌석 간격이 좁게 느껴질 수 있을 것""이라고 말했다"
13,"7일 서울시 도시교통본부는 시내버스 요금을 150원~200원, 지하철 요금을 200원~300원 인상하는 방안을 다음 주 발표, 시의회에 제출할 계획이다7/뉴스1 © News1 유승관 기자서울시의회에 의견청취안 제출…물가委 등 거쳐 6월말 인상 예정(서울=뉴스1) 차윤주 기자,고유선 기자,정혜아 기자 = 서울시가 지하철과 버스요금을 각각 250원, 150원 인상하는 방안을 추진한다안건이 시의회 본회의와 버스정책시민위원회·물가대책심의위원회를 거쳐 확정되면 대중교통 요금은 6월말부터 각각 1300원과 1200원으로 인상된다서울 대중교통 요금은 현행 1050원으로 부산(1200원), 대구·대전·광주(1100원) 보다 낮다서울 지하철 요금은 2007년 이후 버스와 동일한 요금 수준을 유지해왔다시는 현실적으로 안전·서비스분야를 개선하고 원가를 보전하며 누적적자를 해소하기 위해서는 지하철은 508원, 버스는 296원의 요금 인상이 필요하나 시민 부담을 최소화하기 위해 현재 74% 수준인 원가보전율(운송원가 대비 요금 수준)을 85%으로 개선하는 선에서 조정안을 확정지었다고 설명했다수도권 지하철과 서울 버스, 경기 광역버스에 우선 시행하고 경기·인천 버스 등으로 조조할인제도를 확대하는 방안을 검토하고 있다"
14,"""승차 보조 리프트 시설 없어 전동휠체어는 아예 불가능 35명 탑승 체험 5명만 겨우 타지난 25일 부산 동구 부산역 앞 부산시티투어버스 정류장에는 휠체어를 이용하는 장애인 35명이 모였다부산시티투어버스는 일반 관광버스처럼 양쪽에 좌석이 두 개씩 있어 전동 휠체어가 들어갈 공간이 없었다결국 접을 수 있는 수동 휠체어를 이용하는 장애인 5명만이 투어에 도전했다장애인을 먼저 들어 옮기고 휠체어는 접어서 따로 들고 가는 방법밖에 없었다"
15,"부산진역 앞 건널목에서 신호등이 바뀌는 바람에 미처 길을 다 건너지 못한 한 노인이 도로 중간에 서서 다음 신호를 애타게 기다리고 있다걷는 게 불편한 노인의 맘을 알기나 할까?청각·시각 떨어지는 노인들 ""타고 내리는 것도 위험하고 길 건너기도 전에 신호 바뀌어 낙상 사고 골절 사고 다반사 약자 위한 교통 정책 펼쳐야""교통은 노인들의 발이다하지만, 노인들의 대중교통 이용 환경은 너무나 열악하다노인이 되면, 특히 청각이나 시각 기능이 현저히 저하되기 때문에 서로 보완 작용을 할 수 있는 안내가 이루어져야 한다부산시 교통국 관계자는 ""운행 중인 시내버스 2천517대 중 버스 내부 전자문자 안내는 시범 운영을 제외하곤 현재 시행되지 않고 있는 실정이다지하철 역시 위험하거나 불편한 게 한둘이 아니다잔여 시간 표시가 없는 건널목 신호등도 노인의 통행을 불안하게 하는 요인이다하지만 노인, 장애인, 어린이 등 교통 약자를 위한 부산시의 교통 정책은 너무나 미흡한 실정이다나아가 초 원장은 ""노인이 집에 있으면 오히려 국가적으로 요양비 부담이 늘어난다백(74) 모 씨는 ""승객이 내리고 타기 무섭게 곧바로 버스가 출발하기 때문이다행동이 느린 노인들의 마음은 심리적으로 불안해지고 더 조급할 수밖에 없다""고 말했다"
16,"장애를 가진 아이도 부모보다 오래 살 권리가 있다보건복지부가 발표한 2014년 장애인 실태조사에 따르면 우리나라 거주 장애인은 약 273만 명이다장애인의 필요로 만들어졌을 텐데 사용되지 않는 이유는 무엇일까?실제로 전국 교통약자 인구 중 단 1%만이 저상버스를 이용한다고 답했다장애인 자체를 좋지 않은 시선으로 보기도 하고, 평균 10분이 걸리는 휠체어 승하차 시간을 기다리지 못해 승객들이 불만을 표하는 경우가 많다고 한다제도적·시설적 요인과 사회 분위기적 요인이 복합되어 장애인은 저상버스를 이용하는 것뿐만 아니라 이동하는 것 그 자체가 어렵다이렇듯 비장애인의 시선으로 보면 아무렇지 않아 보이지만, 장애를 가진 사람의 입장에서 보면 가장 기본적인 권리조차 보장받지 못하는 경우가 많다하지만 발달장애 1급인 아들을 둔 이진섭 씨는 '우리 균도'라는 책에서 장애를 가진 아이도 부모보다 오래 살 권리가 있다고 말한다장애인과 장애인 가족이 이 세상에 요청하는 바는 살기 위한 절박한 외침이다장애를 가진 사람과 그 가족이 겪는 어려움이 장애 그 자체보다 사회적 시선과 제도로 인한 것이 많음을 세세하게 말해준다사회를 구성하는 모두가 자신의 이름을 잃지 않고 가치 있는 인간으로 살아가기 위해 필요한 시선을 발견할 수 있는 소설이다"
17,"전국장애인차별철폐연대 회원들이 24일 오후 서울 서초구 반포동 서울고속버스터미널에서 장애인들의 시외 이동권 보장 촉구 기자회견을 하고 있다24/뉴스1 © News1 박정호 기자전국장애인차별철폐연대, 강남고속터미널서 기자회견(서울=뉴스1) 김일창 기자 = 추석을 앞두고 장애인 단체는 ""교통약자는 시외고속 버스를 단 한 대도 탈 수 없다""며 장애인들의 시외 이동권 보장을 촉구했다"
18,"이 버스는 국내 기준에 맞게 스웨덴 볼보사에서 별도 제작된 차량으로, 높이 4(사진=경기도 제공)   leejg@newsis(사진=경기도 제공)   leejg@newsisleejg@newsis"
19,"내년까지 총 55대 전기버스와 배터리 자동교환형 충전 설비를 일반 버스노선에 구축·운영하게 된다포항시가 지난해 구축해 시범운행 중인 전기버스 자동 배터리 교환형 충전소에서 전기버스가 배터리를 교환하고 있다포항시 민간투자심의위원회는 17일 심의위를 열어 내년까지 25대 전기버스를 운행하는 포항 배터리 자동교환형 전기버스 사업 우선협상자로 피엠그로우 컨소시엄을 선정, 의결했다포항시 관계자는 “지난해 시범운행을 통해 배터리 자동교환형 전기버스에 대한 신뢰성을 검증했다”며 “내년까지 25대를 투입해 일반 노선에 전기버스를 투입하고, 2019년까지 총 55대 전기버스를 운행할 계획”이라고 말했다"
20,부산 서구에 노면전차(무가선 저상트램)와 해상 관광버스 등 새로운 교통 수단 도입이 검토되고 있다부발연은 향후 송도해수욕장 중심의 관광벨트가 형성되면 대중교통 확충 차원의 노면전차 도입이 필요하다고 보고 있다
21,한국장애인단체총연맹(한국장총)은 12일 전국 시·도별 장애인 복지·교육 비교 가운데 이동(편의)·문화여가 및 정보접근 영역을 발표했다지난해와 동일한 8개 지표로 평가한 이동(편의)·문화여가 및 정보접근 영역의 전국 평균은 48그 외 시·도의 경우 올해를 기점으로 상승함에 따라 전국 평균에 이어 상승세로 가는 중요한 기점인 만큼 각 지방자치단체의 관심과 노력이 요구된다이동(편의)·문화여가·정보접근 분야를 세부적으로 살펴보면 먼저 이동과 관련하여 장애인들의 이동권을 보장하기 위해 각 시·도는 장애인 특별운송수단과 저상버스 도입을 실시하고 있다보고서는 “제주의 경우 최하위 지역임에도 불구하고 전년 대비 향상이 없어 올해도 최하위를 기록하면서 장애인 이동권 보장을 위한 제주의 관심과 노력이 요구된다”고 지적했다최하위 지역 점수 역시 10점 이상 더 낮은 것으로 나타났다
22,㈜티지엠은 4일 세계최초 무인자동 배터리 교환식 친환경 전기버스 출고식을 가졌다(함양군제공)© News1(부산ㆍ경남=뉴스1) 이경구 기자 = 경남 함양군소재 ㈜티지엠에서 생산된 친환경 전기버스가 제주도에서 첫 선을 보인다4일 함양일반산업단지 내 ㈜티지엠에서 세계최초 무인자동 배터리 교환식 친환경 전기버스 출고식이 있었다㈜티지엠은 지난해 10월 회사 출범이후 최초로 배터리 교환식 전기버스 23대를 제주도 동서교통과 계약했다
23,"""    부산공공교통네트워크는 16일 부산참여연대 강당에서 부산지역 5대 대중교통공약을 발표하고 4·13 총선 출마자와 정당 등이 추진해줄 것을 촉구했다"
24,올해는 교통약자가 버스에 쉽게 오르내릴 수 있도록 저상버스 운전자를 대상으로 휠체어 승·하차 실습교육도 집중 실시할 예정이다부산시 관계자는 “앞으로도 운전종사자를 대상으로 시대흐름에 맞는 맞춤교육을 실시해 운전종사자의 선진교통문화 의식 수준을 높이고 서비스 개선을 통해 시민에게 더욱 친절하고 안전한 대중교통이 되도록 노력할 계획”이라고 밝혔다
25,(부산=연합뉴스) 부산시는 어린이와 청소년들에게 생태환경에 대한 이해와 올바른 가치관을 형성하고자 4월부터 11월까지 초읍동 어린이대공원 숲체험학습센터에서 '숲생태체험교실'을 운영한다고 11일 밝혔다여객 및 화물 운수종사자 교육    (부산=연합뉴스) 부산시는 운수종사자 전문교육기관인 교통문화연수원과 함께 버스·택시·화물운수종사자 3만6천820명을 대상으로 2016년 운수종사자 교육을 한다
26,"또 포항과 제주에서는 일부 배터리교환형이, 경북 구미에서는 무선충전식) 등이 있으나 충전방식의 전기버스가 정식 시내버스 노선에 투입되는 것은 이번이 처음이다부산버스운송사업조합과 62번 노선을 운영하는 오성여객은 전기버스 제조업체들로부터 제안서를 받아 지난 7일 우선협상대상자를 선정했으며, 세부 사양 협상을 진행해 오는 11월쯤 시내버스 운행을 개시할 계획이다부산시는 이어 10대가 성공적으로 운행할 경우 내년 말까지 20대를 추가로 다른 시내버스 노선에 투입해 운행할 계획이다"
27,부산시는 오는 11월부터 수영구 민락동에서 신라대를 운행하는 62번 시내버스 노선에 처음으로 충전식(플러그인) 전기버스 5대를 투입한다고 24일 밝혔다시는 연말까지 교체되는 200여 대에 먼저 새 디자인을 적용해 시민들의 반응을 평가할 예정이다
28,"색다르지만 아쉬움도 남아[오마이뉴스 글:박장식, 편집:김예지]본문에 들어가기 앞서 대부분의 독자분들에게 생소한 간선급행버스체계(이하 BRT)에 대해 설명하겠습니다서울의 제물포길과 같이, 기존의 도로와 물리적으로 분리시킨 형태로 버스전용차선이 존재하는 형태이거나 버스의 움직임에 맞춰 신호를 직진으로 바꾸는 식으로 버스를 멈추지 않게끔 하는 것이 BRT의 주요한 목표로, 현재 대한민국에는 세종시 전역에 고급의 BRT 시스템이, 인천광역시 청라-계양 지역에 중급의 BRT 시스템이, 경기 고양시와 하남시에는 초급의 BRT 시스템이 운영되고 있습니다ⓒ 박장식  2013년 4월 개통되어 현재까지 세종특별자치시의 교통을 책임지고 있는 교통수단인 BRT충청북도 청주시 오송역에서 세종특별자치시의 심장을 거쳐 대전광역시의 대전역까지, 약 53km의 구간에 새로 BRT 노선이 생겨나 운행하기 시작했다이 노선이 특색있는 것은 고속화도로에 최초로 도시철도 정거장과 비슷한 형태의 정류소가 설치되었다는 것, 그리고 BRT로서는 최초로 지하에 정류소가 개소했다는 것이다새로 도입한 바이모달트램이 오작동으로 인해 멈추었던 경우 외에는, 3년째 별다른 사고 없이 안전하게 다니고 있는 주황색 버스, 990번 BRT 노선이 꽤 빠르게 정류장 안으로 들어온다19일 개통식을 거친 이후 20일부터 운행하기 시작했는데, 1001번 버스의 경로에 있는 한누리대로, 대전천변고속화도로 내 BRT 전용도로의 일부 구간과 소담로의 버스전용차로 역시 운영을 개시했다세종시의 BRT 승강장의 규격은 35cm인데, 1001번 버스에 투입된 버스의 문은 35cm보다 낮았다BRT특별법이 시행되어 BRT를 비롯해 허가받은 버스 차량 외에는 BRT 차로 내에 진입하지 못하게 됨에 따라 '지하철역에서 버스를 타는 듯한' 느낌을 받을 수 있게 되었다▲  지하차도를 나와 지하승강장으로 들어서는 BRT 1001번 버스            ⓒ 박장식  미개통된 정류소 하나가 눈에 띈다▲  고가역과 비슷한 모양을 하고 있는 대덕연구단지 BRT 정류소하지만 입석이 불가능하다는 하나의 문제만 해결했을 뿐, 버스 문이 BRT 승강장에 긁히고, 버스 계단이 BRT 승강장보다 낮으며, 승하차 시간이 오래 걸리고, 유모차와 휠체어는 이용이 불가능한 것과 같은 원초적인 문제가 해결되지 않은 상태이다'도로 위의 지하철'이 대전에서는 통하지 않네         ▲  서울의 버스전용차로와 다른 점이 없는 대전 BRT차로            ⓒ 박장식  버스가 대전에 들어오자 자꾸 신호등에 걸리기 시작했다앞서 말했듯 세종특별자치시처럼 전용 도로나 전용 입체화 시설을 통해 멈추지 않는 것이 불가능한 도시의 경우, 해외에서는 아예 신호체계를 바꾸어 BRT가 지나가는 때에 맞춰 교차로의 신호를 바꾸는 시스템적인 변화를 끌어내고 있는 상태이다즉 대전광역시 구간은 BRT라고 이름 지은 중앙버스차로에 달리는, 초보적인 BRT 이하의 모습을 보인다단순 광역버스 말고, BRT를 진짜로 운행하고 싶다면         ▲  버스가 대전천변로의 BRT 전용차로를 시원스럽게 달린다ⓒ 박장식  대전-세종간 BRT 1001번은 세종특별자치시 구간에서 최고의 선진적인 BRT를, 그리고 대전광역시 구간에서 최악의 BRT를 선보인 상태이다세종시에서는 허가받은 노선인 세종-반석역 간 990번, 청주공항으로 가는 공항버스인 751번, 이번에 개통한 1001번 버스를 제외하고는 모두 BRT 구간으로 입선을 허가하지 않은 상태이다박용남 지속가능도시연구센터 소장은 <한겨레>와 인터뷰에서 ""BRT를 전용차로를 달리는 버스 정도로 알고 있는데, BRT는 철도의 정시성·신속성·쾌적성과 버스가 지닌 노선의 유연성·접근성·경제성이 조화를 이뤄 '땅 위의 지하철'로 불린다, BRT가 트램과 다른 점은 궤도와 바퀴의 차이""라고 밝혔다BRT를 세종시처럼 똑똑하게 운행하는 하나의 방법은 BRT가 다니는 구간에 화단을 설치하거나, 분리대를 설치해 세종시처럼 폐쇄형으로 운영하면서 BRT가 다니는 1차로에만 자동차전용도로에서 해제하는 것이다대전광역시내에서도 세종시와 같은 BRT 전용 노선으로 거듭나게 하고, BRT의 위치를 감지해 신호를 바뀌게 하는 시스템이 마련되어야 한다그리고 중요한 것은 BRT가 '땅 위의 지하철'이라는 별칭과는 다르게 삭막한 버스 번호로만 불리는 것이다이미 대만에서는 BRT를 하나의 지하철 노선으로 운행하고 있다"
29,부산시는 이르면 오는 8월 중순부터 영도구에서 '다인승 두리발'을 시범 운영할 계획이라고 19일 밝혔다'다인승 두리발'은 25인승 저상버스를 개조해 휠체어 5대와 보호자 5명을 함께 태울 수 있도록 설계됐다
30,"내년에 30대를 우선 도입, 운영하면서 2021년까지 1000대까지 늘릴 계획이다이밖에 교통약자 보호구역을 826곳으로 확대한다인천지하철 1·2호선 4개 역사에 엘리베이터나 에스컬레이터도 추가로 설치된다com[한경닷컴 바로가기] [글방] [모바일한경 구독신청] ⓒ 한국경제 & hankyung"
31,"전기버스의 본격적 국내 도입 시작은 지난 2010년, 앞으로 큰 시장으로 거듭날 전망 [오마이뉴스 글:박장식, 편집:김준수]타칭 '교통 오타쿠', 자칭 '교통 칼럼니스트'가 연재합니다더욱이 기존 대형버스 시장을 현대·자일대우의 'BIG 2' 체제가 점령했던 것에 반해 전기버스 시장은 여러 회사가 이미 경쟁을 벌이고 있어, 향후 방향이 주목된다특히 중국제 버스, 한국 중소기업의 버스 등 다양한 버스가 이미 대한민국 곳곳을 누비고 있고, 현대자동차의 '일렉시티' 출시로 국내에서 저상버스보다 쉽게 전기버스를 접할 수 있게 됨에 따라 시민들의 생활에도 큰 영향을 끼칠 것으로 보인다▲  전기동력을 이용한 최초의 양산형 하이브리드 버스인 블루시티 버스가 세종 BRT로 운행하고 있다가장 많은 수의 전기버스가 생산된 에디슨 모터스(구 TGM, 한국화이바) 외에 전기버스 생산 라인이 마련되지 않은 것 또한 관건이었다현대 일렉시티가 주문을 받기 시작한 데 이어, 기존 전기버스를 지속하여 생산해 온 에디슨 모터스와 새로운 사업자인 우진산전이 삼파전을 벌일 것으로 예상된다하지만 김포운수에서 중국 EVIC 사의 전기버스 모델을 구매하여 운행하는 등, 수요가 높아질수록 해외 업체의 한국으로의 러브콜도 이어질 것으로 보인다이는 CNG 버스의 높은 안정성이 신뢰로 이어지고, 정부의 적극적인 지원이 구매로 이어진 대표적인 사례로 기록되고 있다다만 전기버스가 아직 CNG 버스에 비해 안정성이 떨어진다는 점은 흠이다선의의 경쟁 펼치는 새로운 시장으로 거듭나길 ▲  김포 - 일산 간 버스에서 처음 운행이 시작된 EVIC 사의 전기버스, ⓒ 박장식전기버스가 기존 시장을 지배하는 버스와 비교하기 어려운 가장 큰 장점은 소음이 없다고 해도 될 정도로 정숙하고 승차감이 좋다는 것이다하지만 오히려 이 점만 개선한다면 바퀴 위에 날개를 단 듯 빠르게 성장하는 전기버스 시장을 볼 수 있을 것이다전기버스 시장은 앞으로 CNG 버스 시장과 디젤 버스 시장을 모두 차지할 큰 시장으로 거듭날 전망이다전기버스 시장이 모든 수요를 아우르는 새로운 시장을 개척하길 바란다"
