,기사요약
1%인 309대를 운행하여 유일하게 법정기준치를 초과했다
8% 순으로 높은 비율을 보였다
도입율이 가장 낮은 지역은 강원도로 법정도입대수 110대의 15
5%에 불과한 17대만을 운행하고 있는 것으로 확인됐다
8% 순으로 낮게 나타나 도입율 50%를 넘지 못한 곳이 총 6곳에 달했다
인 의원은 ""지역에 따라 저상버스 도입 확대, 시설 개보수 등 장애인 이동권 보장을 위한 많은 노력과 발전이 있었지만 전체적으로 볼 때 아직까지 장애인들이 안심하고 이동할 수 있는 충분한 환경여건을 갖추지 못한 것이 현실""이라고 지적했다
이어 그는 ""특별교통수단 운영은 지자체의 재정자립도 등에 큰 영향을 받게 되어 있으나 더 중요한 것은 자치단체장의 의지""라면서 ""장애인들의 이동권 보장을 위해 중앙정부와 지방정부가 보다 확연한 의지를 갖고 노력해야 할 것""라고 지적했다
wonder@fnnews
"

2,"[모두를 위한 관광, 나를 위한 것-국내편]②대중교통과 정보제공 수준은[제주CBS 이인 기자]휠체어 장애인이 백사장을 거닐고 해수욕까지 즐기는 관광지가 있다
지팡이를 짚은 노인이 비행기나 전철, 버스를 타고 어디든 갈 수 있는 도시가 있다
먼 미래의 얘기가 아니다
세계 관광시장은 장애인과 노인, 어린 아이가 자유롭게 여행하는 환경을 만들기 위해 빠르게 변화하고 있다
그러나 우리나라는 여전히 먼 나라의 얘기일 뿐이다
CBS 노컷뉴스는 '모두를 위한 관광, 나를 위한 것'이라는 주제로 유럽과 호주, 일본의 장애인 관광실태를 지난 7월 보도한데 이어 우리나라의 현주소를 집중 취재해 23일부터 3차례로 나눠 보도하고 있다
24일은 두번째로 장애인 관광에 필요한 대중교통과 정보제공의 수준을 취재했다
[편집자 주]일본 시즈오카 공항의 전망대
우리나라는 공영관광지 위주로 접근성 개선이 많이 이뤄지고 있다
실제로 공영관광지인 경복궁(서울시 종로구)은 장애인과 노인들의 접근성이 수월한 편이다
지난 9월 16일 경복궁을 찾은 김미순(가명·73·부산) 할머니는 ""구경잘했다
다른 노인들은 어떨지 모르겠지만 나는 불편한 점 없이 관람할 수 있었다""고 말했다
국립고궁박물관 지하 전시실에서 '바티칸 문화체험-천상의 아름다움, 천국의 문'을 관람한 이명숙(가명·70·강남) 할머니도 만족감을 드러냈다
지난 9월 유모차를 끌고 서울 국립고궁박물관은 찾은 모녀
천국의 문은 이탈리아 피렌체 두오모 대성당박물관에서 온 르네상스 시대 대표적인 작품으로 그림과 성물, 조각 등 90여 점과 함께 전시됐다
이 할머니는 ""수많은 사람들을 상대로도 이해하기 쉽게 설명해 주는 해설사가 인상적이었다""며 ""엘리베이터 시설도 잘 되어 있고 화장실도 이용하기가 편했다""고 전했다
법적 뒷받침이 필요한 이유다
세계는 노인과 장애인들을 위해 물리적, 심리적 장벽을 없애는 '배리어 프리(barrier free)'와 장애 유무에 관계없이 모두가 이용 가능한 환경을 만드는 '유니버설 디자인(universal design)' 정책을 적극 도입하고 있다
우리나라도 배리어 프리와 유니버설 디자인 정책을 실현하기 위한 법률은 잘 만들어져 있다
'장애인 차별금지 및 권리구제 등에 관한 법률(이하 차별금지법)'과 '장애인, 노인, 임산부 등의 편의증진 보장에 관한 법률(이하 편의증진법)', 그리고 '교통약자의 이동편의 증진법'이 대표적이다
하지만 차별금지법에는 장애인 관광권이 명시되지 않았고 편의증진법내 관광시설은 매우 제한적으로 포함돼 있다
이 때문에 접근가능한 관광환경을 조성하기는 쉽지 않다
각 자치단체의 경우 의지만 있다면 조례로 뒷받침이 가능하다
장애물없는 도시를 만드는데 적극적인 광역자치단체는 서울시와 대전시가 꼽힌다
강병근 건국대학교 교수(장애물없는 생활환경 만들기 연구소장)강병근 건국대 교수는 ""서울특별시와 대전광역시가 무장애 도시 건설을 위해 애쓰고 있지만 서울의 경우 개선해야 할 건물과 시설이 많아 체감도는 낮다""며 ""기초자치단체로는 경남 진주시와 남해시가 무장애 환경을 만들기 위한 조례를 갖고 있거나 무장애 도시를 만들겠다고 선언한 곳""이라고 전했다
제주도는 지난해 5월 '제주도 관광약자의 접근 가능한 관광환경 조성 조례'를 제정했다
조례에 따라 지난 8월부터는 '관광약자 안내센터'를 제주시 삼도동에 뒀다
관광약자 안내센터는 휠체어로 출입이 가능한 관광지와 숙소 등의 정보를 제공하고 관광약자를 위한 여행코스 개발, 접근가능한 관광환경 실태조사 등을 하고 있다
중증장애인 정보제공 애플리케이션인 '장애 in 제주'도 지난해 12월 개발해 운영중이다
장애인이 이용가능한 관광지와 음식점, 관공서, 관계기관 등의 위치정보를 제공한다
문제는 관광약자 안내센터와 장애 in 제주의 존재 자체를 관광객은 물론 도민조차도 제대로 알지 못한다는 점이다
일본 오키나와는 모든 관광객이 찾는 공항에 ‘배리어 프리  투어 센터’를 두고 있고 현청 홈페이지에도 장애인과 노인들의 여행정보가 상세히 나와 있다
강병근 교수는 ""정보제공 단계가 관광활성화의 출발이라는 점에서 거동이 불편해도 갈 수 있는 무장애 환경의 관광지는 어디인지, 이용할 수 있는 화장실은 있는지 등에 대한 정보를 반드시 제공해야 한다""며 ""관광약자 안내센터와 스마트폰 애플리케이션 등의 정보제공 수단이 있는데도 이용자가 별로 없다면 정부나 자치단체가 홍보부터 제대로 해야 한다""고 목소리를 높였다
노영순 한국문화관광연구원 박사도 ""문화재 보호와 장애인 편의시설간의 충돌지점이 있기 때문에 완벽한 형태의 배리어 프리를 갖추는건 불가능하다""며 ""결국 정보제공이 이뤄지면 장애인 스스로 여행을 할 수 있는 곳과 그렇지 못한 곳을 판단하게 된다""는 말로 정보제공의 중요성을 설명했다
접근성 시설이 비교적 잘 갖춰진 서울의 한 지하철역
대중교통은 장애인과 비장애인 모두에게 중요한 이동수단이다
그러나 우리나라는 휠체어 장애인이 대중교통을 타고 여행하는데 분명한 한계가 있다
강병근 교수는 ""제주를 예로 들면 휠체어 장애인이 여행할 때 노선버스를 이용한다는 건 사실상 불가능하다""며 ""공항을 벗어나면 무방비 상태가 되는 이유다""고 꼬집었다
그는 이어 ""점 하나 하나가 아무리 잘 돼 있어도 선으로 연결하지 않으면 일종의 감옥이 된다""며 ""집이 잘 만들어지면 뭘 하나
그 집에 갇혀서 한 걸음도 못 뗀다""고 말했다
교통 수단이 없거나 이동에 제약이 따른다면 아무리 훌륭한 관광도시도 무용지물이라는 얘기다
우리나라의 등록장애인수는 지난 2013년 기준 250만명이다
그러나 보행장애를 겪는 노인이나 임산부 등을 포함하면 이동권 제약을 받는 인구는 크게 늘어난다
노영순 박사는 ""등록장애인뿐만 아니라 65세 이상 노인들은 크고 작은 장애를 갖고 있고 임산부나 5살 미만의 영유아도 보행장애를 겪는다
이 때문에 우리나라에서 접근성 애로를 겪고 있는 인구를 1,000만명 수준으로 보고 있다""고 말했다
배리어 프리와 유니버설 디자인이 우리나라에서도 활성화돼야 할 이유다
twoman@cbs
kr저작권자 © CBS 노컷뉴스(www
"

3,"【 수원=장충식 기자】 경기도는 교통약자를 위한 저상버스 도입 활성화를 위해 2014년 저상버스 운영지원금을 1대당 250만원씩 지원한다
6일 경기도에 따르면 도는 교통약자를 위한 버스 고급화 지원사업의 일환으로 24개 시·군에서 도입 추진 중인 저상버스 1275대 중 정상운행 중인 저상버스에 대해 대당 250만원, 총 32억원을 지원한다
이번 운영지원금은 시·군에서 정상운행중인 저상버스 수요를 파악한 후 도에 신청해 시·군별 운송업체로 지원하는 방식으로 진행된다
이번 지원의 배경은 업체에서 운영비 과다 등을 이유로 들어 저상 버스 도입을 기피하는 현실에서 교통약자를 위한 저상버스 확대에 어려움이 크다는 판단에서다
그동안 운수업체에서는 일반버스에 비해 연료비 및 정비비 등 유지관리 비용이 과다 소요되고, 도내 CNG 충전소 부족, 도로여건 등 기반 시설 미흡을 이유로 저상버스 도입에 소극적이었다
도는 저상버스 도입의 주요 기피요인으로 작용하고 있는 저상버스 운영비의 일부를 지원함으로써 운수업체의 저상버스 도입을 독려하는 한편, 중장기적으로 CNG 충전소 확대, 도로여건 개선을 통해 저상 버스 도입 확대를 지속 추진할 것이라고 밝혔다
경기도는 2004부터 교통약자의 이동권 확보를 위해 매년 저상버스를 꾸준히 추가 도입해 왔고, 민선6기 공약사업으로 2015년부터 2018년까지 매년 100대 이상의 저상버스 도입을 목표로 지속 추진할 계획이다
또 저상버스의 원가절감, 중형 저상버스 도입 등 교통약자 이동권 확대를 위해 중앙정부를 대상으로 지속적인 건의와 협조도 추진한다
저상버스는 운행시 비용 부담이 크고, 굴곡이 심하거나 짧은 곡선 반경 도로 등이 많은 경기도 도로여건상 운행에 한계가 있었다
이에 따라 경기도는 현재 국토교통부에서 추진중인 농촌지역 등 낙후지역 교통 약자를 위한 중형저상버스 도입계획에 맞춰 기존 저상버스보다 차량 크기와 무게를 줄인 중형저상버스 보급도 추진할 계획이다
경기도 관계자는 ""장애인, 임산부 등 교통약자에게 안전하고 편리한 버스이용 환경을 조성하여 이동권을 보장하고 차별 없는 사회활동이 가능하도록 저상버스 도입에 최선을 다하겠다""고 말했다
jjang@fnnews
"

4,"기아자동차가 보다 많은 교통약자들이 이동 및 문화체험을 통해 물리적·심리적 거리감을 극복할 수 있도록 ‘초록여행 광주·전남 권역 확대 선포식’을 가졌다
지난 2일 광주시청 광장에서 진행된 선포식에는 광주식 윤장현 시장, 새정치민주연합 박주선 국회의원, 기아자동차 김종웅 부사장, 에이블 복지재단 백종환 상임이사 등 관계자 150여명이 참석한 가운데 진행됐다
그동안 초록여행은 수도권과 부산·경남을 중심으로 운영돼 왔으나, 이번 선포식을 통해 광주·전남 지역으로 사업권역이 확대 운영됨에 따라 보다 많은 교통약자들이 이동 및 문화체험을 경험할 수 있게 됐다
2012년 6월 처음 시작한 ‘기아자동차와 함께하는 행복한 초록여행’사업은 경제적 여건이나 이동의 자유 측면에서 어려움을 겪고 있는 교통약자들에게 이동권을 향상시키기 위한 사회공헌 사업으로 교통약자 및 그 가족들에게 가족여행을 할 수 있는 기회를 제공하고 있다
이를 위해 기아차는 장애인이 운전 및 탑승할 수 있도록 특수 제작된 ‘카니발’을 교통약자에게 제공하고, 직접 운전이 어려운 경우에는 전문운전기사를 지원하고 있다
뿐만 아니라, 가족 여행을 위해 별도의 여행 경비를 지급하는 한편, 기아차 임직원들이 직접 다양한 역할의 자원 봉사자로 참여하고 있다
기아차는 선포식과 함께 에이블 복지재단에 올 뉴 카니발 2대를 전달했으며, 에이블 복지재단은 이 차를 이용해 올해 말까지 약 300명, 내년부터 연간 1100여명의 광주·전남지역 장애인들에게 여행 기회를 제공하게 된다
윤장현 광주 시장은 “이번 선포식을 통해 광주·전남 지역의 장애인 모두 초록여행을 통해 자유로운 여행을 즐길 수 있는 날이 왔으면 좋겠다”며, “초록여행 사업이 지속적으로 확대될 수 있기를 기원한다”고 전했다
[매경닷컴 남태화 객원기자]▶ 네이버 뉴스스탠드에서 매일경제를 MY뉴스로 구독하세요 [매일경제 모바일 서비스 | 페이스북] [매일경제 구독신청] [오늘의 매일경제] [ⓒ 매일경제 & mk
"

5,"지체 장애인들이  장애인의 이동권 보장을 요구하며 고속버스터미널에서 버스 점거 농성을 벌이고 있습니다
전국장애인차별철폐연대 소속 장애인 20여 명은 오늘 오후 3시부터 서울 반포동 고속버스터미널에서 출발하는 부산행 버스 두 대에 올라탄 뒤 운행을 막은 채 점거 농성을 계속하고 있습니다
홍진아기자 (gina@kbs
kr)▶ [취재후] 방송에서 못한 현장 이야기▶ KBS뉴스 SNS [트위터][페이스북][카카오][저작권자ⓒ KBS 무단복제-재배포 금지]"

6,"[한겨레] 정부, 리프트 설치 비용 내년 예산에 반영 안해장애인단체, 고속버스터미널에서 항의 집회전국장애인차별철폐연대 회원 100여명이 ‘세계 장애인의 날’을 하루 앞둔 2일 오후 서울 서초구 고속버스터미널 승강장에서 ‘고속버스 타기’를 시도하고 있다
장애인들은 매표소에서 부산, 대구, 강릉 등지로 향하는 버스표를 구입해 버스에 타려 했으나 전동휠체어를 타고는 승차를 할 수 없었고, 고속버스는 지정되지 않은 장소에서 일반 승객만 태우고 떠났다
김봉규 기자 bong9@hani
kr지체장애 1급인 김은아(30)씨의 전동휠체어가 고속버스 출입문 앞에 멈춰 섰다
출입문 폭은 휠체어보다 한 뼘 이상 좁았다
다른 승객들은 쉽게 올라가는 3개뿐인 계단도 김씨에게는 ‘산’처럼 높았다
서울에서 자란 김씨는 고속버스를 타본 적이 없다
7살 때 자가용으로 고향인 광주에 다녀온 뒤 한 번도 가보지 못했다
김씨는 휠체어를 실을 수 있는 고속버스가 있다면 광주에 다시 한번 가보고 싶다고 말했다
“장애인도 추석에 버스 타고 고향에 가고 싶다
” 2일 오후 4시 서울 강남구 서초동 고속버스터미널 경부선 1~13번 승차장에 휠체어를 탄 장애인 150여명이 모였다
칼바람이 부는 영하의 날씨에 담요로 무릎을 덮고 목도리로 얼굴을 감쌌다
‘세계 장애인의 날’을 하루 앞둔 이날 전국장애인차별철폐연대는 휠체어를 탄 장애인들이 고속버스를 탈 수 없는 현실을 보여주기 위해 오후 4시30~40분 부산과 세종시 등으로 출발하는 고속버스 10대에 세 자리씩을 미리 예약했다
장애인들의 항의로 버스는 10분 정도 지연 출발했다
‘교통약자 이동편의 증진법’ 제정 이후 저상버스(시내버스)가 도입되면서 장애인의 이동권 보장이 확대됐지만 아직 고속버스와 시외버스에는 휠체어가 오를 수 없다
박경석 장애인이동권연대 대표는 “휠체어 장애인들이 고속버스를 타려면 기어가거나 누구 손에 들려서 타야만 한다”고 했다
16억원이면 휠체어를 탄 장애인들도 고속버스를 이용할 수 있다
지난 9월 국토교통부 용역을 받아 한국교통연구원이 진행한 ‘교통약자 지역간 이동 실태조사’에는 버스 1대당 4000만원으로 리프트 설치와 휠체어 자리를 마련할 수 있는 개조 방법이 제시됐다
하지만 정부가 2일 발표한 내년도 최종예산안에는 이 16억원이 결국 배정되지 않았다
예산이 배정됐다면 내년에 버스 40대에 시범사업을 실시할 계획이었다
기획재정부 국토교통예산과는 “시범사업을 해도 전국 주요 구간밖에 운영할 수 없다
리프트가 설치돼 있는 철도 이용이 효율적이라고 판단했다”고 했다
최우리 기자 ecowoori@hani
"

7,"(서울=연합뉴스) 황철환 윤보람 기자 = 유엔이 정한 '제22회 세계 장애인의 날'인 3일 장애인들이 기본적인 권리 보장과 차별 철폐를 요구하며 집중투쟁에 나섰다
전국 160여개 장애인단체 모임인 전국장애인차별철폐연대(전장연)는 이날 오전 서울 여의도 국회 앞에서 기자회견을 열어 ""정부는 유엔장애인권리협약(UNCRPD) 선택의정서를 하루빨리 비준하라""고 촉구했다
유엔장애인권리협약은 2006년 12월 유엔총회에서 회원 192개국이 만장일치로 채택한 국제협약으로, 우리 정부는 2008년 이 협약을 비준했다
그러나 당시 선택의정서에 대해서는 비준이 유보됐으며 아직도 비준이 이뤄지지 않고 있다
선택의정서는 정부가 협약상 규정을 위반해 장애인 권리를 침해했을 때 국내에서 가능한 모든 구제절차를 이용하고도 권리를 구제하지 못한 경우 유엔장애인권리위원회에 통보해 위원회 심리를 청구할 수 있는 제도다
장애인 단체들은 선택의정서가 비준되지 않는 이상 협약이 실질적인 의미 없는 껍데기에 불과하다고 비판해왔다
전장연은 ""정부가 협약에 가입만 해놓고 사실상 의무를 이행하지 않고 있다""며 ""선택의정서를 조속히 비준해 장애인에게 최소한의 인간다운 삶을 보장해야 한다""고 강조했다
전장연은 기자회견에 앞서 지난 사흘간 서울 강남고속버스터미널 승강장에서 장애인 이동권 보장을 요구하며 '고속버스 승차 투쟁'을 벌였다
교통약자 이동편의 증진법 제정으로 시내버스 노선에는 저상버스가 도입됐지만, 광역버스와 공항버스, 마을버스 등은 여전히 장애인에게는 접근할 수 없는 교통수단으로 남아 있다는 점을 보여주기 위한 퍼포먼스였다
조현수 전장연 정책국장은 ""국토부가 16억원을 들여 고속버스 40대에 휠체어리프트를 설치해 운용하는 방안을 제시했지만, 어제 확정된 내년도 최종예산안에 포함되지 않았다고 한다""면서 ""이는 현 정부가 장애인 이동권 보장에 대한 최소한의 의지도 없다는 의미로밖에는 받아들일 수가 없다""고 비판했다
전장연은 이날 오후 1시 종로구 보신각에서 장애등급제 및 부양의무제 폐지, 활동지원 24시간 보장 등을 요구하는 결의대회를 연다
hwangch@yna
kr, bryoon@yna
kr▶으리으리한 연합뉴스 앱 지금 바로 다운받으리~▶ [오늘의 HOT] 조잡하지만…중국농부의 자체제작 잠수함 <저작권자(c) 연합뉴스, 무단 전재-재배포 금지>"

8,"[한겨레] 34개 단체 자립권·이동권 투쟁시에 교육·복지·의료지원 요구부산민중연대 등 34개 시민사회단체로 꾸려진 ‘장애인차별철폐 부산공동투쟁실천단’은 장애인의 날인 20일까지 부산 곳곳에서 장애인의 자립 생활권·노동권·이동권 확보를 위한 다양한 활동을 펼친다
장애인차별철폐 부산공동투쟁실천단은 15일 부산시청 광장에서 뇌성마비 장애인 가족 권리 보장과 지원 촉구 결의대회를 열어 “뇌성마비 장애인과 가족을 위한 합리적인 교육·복지·의료 지원 체계를 마련해 달라”고 정부와 부산시에 요구했다
16일엔 부산도시철도 1호선 서면역에서 장애등급제·부양의무제 폐지를 위한 시민 홍보활동을 벌인다
부산장애인차별철폐연대 관계자는 “의학적 기준으로 매겨지는 장애등급 때문에 복지서비스가 제한돼 장애인들이 필요한 지원을 제대로 받지 못한다”고 말했다
17일엔 사상구 장애인자립센터에서 중증장애인 노동권 보장 토론회가, 18일엔 부산시청 인근 전교조 부산지부 강당에서 장애인 반성폭력 토론회가 열린다
19일엔 금정구 부산동부버스터미널에서 고속버스 이동권 보장을 촉구하는 ‘고속버스 타기 운동’에 나선다
장애인차별철폐 부산공동투쟁실천단의 신수현 집행위원장은 “장애인이 시외로 이동할 때 이용할 수 있는 교통수단은 기차뿐이다
고속버스엔 리프트와 휠체어 좌석이 없기 때문이다
고속버스에도 저상버스를 도입하는 등 장애인 이동권을 보장해야 한다”고 말했다
장애인차별철폐 행사는 20일 부산진구 서면 쥬디스태화에서 부산시립 부전도서관까지 300ｍ가량 거리행진을 끝으로 마무리된다
김영동 기자 ydkim@hani
kr   공식 SNS [통하니] [트위터] [미투데이] | 구독신청 [한겨레신문] [한겨레21]Copyrights ⓒ 한겨레신문사, 무단전재 및 재배포 금지<한겨레는 한국온라인신문협회(www
"

9,"지난달 4일 서울 강북구 우이동 동아운수에서 교통장애인협회, 특수장애인협회 등 장애인 단체 대표들이 중저상버스에 시승해보고 있다
© News1 안은나 기자20일 전동휠체어 이용 장애인 200여명, 강남터미널 집결(서울=뉴스1) 홍우람 기자  = 장애인단체 연대기구인 420장애인차별공동투쟁단은 17일 오전 서울 정동 민주노총 회의실에서 20일 장애인들의 이동권 보장을 요구하는 '희망 고속버스' 투쟁에 나선다고 예고했다
공동투쟁단은 ""교통약자 이동편의 증진법이 장애인 등 교통약자가 차별없이 모든 교통수단을 이용할 수 있도록 의무화하고 있는데도 현재 어떤 고속버스도 휠체어를 이용하는 장애인이 승차할 수 있는 설비를 갖추고 있지 않다""고 지적했다
공동투쟁단에 따르면 이날 오전 10시부터 전동휠체어 이용 장애인 200여명은 서울강남고속터미널에서 '장애인차별철폐투쟁의날 결의대회'를 연다
이들은 이후 낮 12시20분부터 오후 2시까지 부산과 대구, 울산, 포항 등 경부선 각지로 출발하는 버스 20대에 승차를 시도할 계획이다
현재 각 버스당 10좌석씩 총 200좌석을 예매한 상태다
공동투쟁단은 경찰과 버스 사업주가 장애인들의 고속버스 탑승을 봉쇄할 경우 법적 대응에 나서겠다는 방침이다
내 손안의 모바일 뉴스, 함께하니 더 즐겁다 ☞ NEWS1 모바일 바로가기대한민국 오늘과 눈을 맞추다!남과 다른 동영상뉴스 ☞ 눈TV 바로가기 [ⓒ 뉴스1코리아(news1
"

10,"【부산=뉴시스】하경민 기자 = 부산경찰청(청장 이금형)은 교통약자인 장애인의 안전한 이동권을 보장하기 위해 '장애인 교통안전 종합대책'을 시행한다고 20일 밝혔다
부산경찰이 마련한 종합대책은 장애인 시설 주변 지역의 스쿨존에 준한 관리, 책임 경찰관 지정 불법 주·정차 단속 강화, 시설물 보완 및 맞춤형 교육 등이다
먼저 경찰은 특수학교 15곳과 복지관 14곳 등 장애인 시설 77곳에 대한 책임경찰관을 지정하고 불법 주·정차 단속을 강화할 계획이다
전담경찰관은 장애인 관련 시설 주변 지역의 장애인 및 장애인 탑승 차량 이동을 방해하는 위해요소에 대한 지속적인 순찰을 펼친다
특히 보행자 보호의무 위반, 신호위반 등 장애인 안전을 위협하는 중요 교통법규 위반에 대해 강력한 단속을 전개할 방침이다
또 경미한 교통법규를 위반한 장애인 탑승차량에 대해서는 안전운전을 당부하는 계도 위주의 단속을 할 예정이다
부산경찰청은 더불어 장애인 시설 주변을 스쿨존에 준해 관리할 방침이다
부산맹학교 등 장애인 학교 15곳을 이미 스쿨존으로 지정, 교통 위해요소 등 안전 진단을 완료하고 집중 관리를 하고 있다
장애인의 이동이 많아 사고의 위험이 높은 장애인 복지관 및 거주시설 62곳에 대해서도 스쿨존에 준하는 장애인 보호구역(Safe-zone)으로 지정한다
이 외에도 관할 경찰서와 지자체가 합동으로 장애인 차량 등의 이동경로를 사전에 파악해 안전표지, 노면표시, 과속방지턱, CCTV 등 교통안전 시설물에 대한 개선을 추진해 사고 위험요소를 제거하고, 장애인의 교통안전의식 강화를 위해 경찰관이 장애인 관련시설에 직접 찾아가는 맞춤형 교육도 함께 시행할 예정이다
yulnetphoto@newsis
"

11,"국토교통부는 “전동휠체어 장애인의 고속버스 이동권 보장은 차량개발·개조 등의 지원에 소요되는 국가재정 문제, 안전성 문제 등 추가적으로 검토할 사항이 많다”고 밝혔다
국토부는 이날 자 한겨레신문의 ‘부산시청서 지하철서…장애인 차별 철폐 외친다’ 제하 기사에서 “장애인이 시외로 이동할 때 이용할 수 있는 교통수단은 기차뿐이며 고속버스에도 저상버스를 도입하는 등 장애인 이동권을 보장해야 한다”고 보도한 내용에 대해 이 같이 설명했다
현재 일반철도·고속철도, 시내버스에는 전동휠체어 장애인의 이동권이 마련돼 있다
정부는 현재 교통약자 이동편의 증진계획을 수립해 교통약자의 이동편의시설을 점진적으로 확충하고 있다
시내버스의 경우 차체가 낮아 휠체어 이용자 및 고령자 등의 승·하차가 쉬운 저상버스 5338대(보급률 16
4%)를 전국적으로 보급해 현재 운행중에 있다
올해도 국비 378억원을 지원해 추가로 800대를 도입할 예정이다
또한, 이동에 심한 불편을 느끼는 교통약자의 이동을 지원하기 위해 휠체어 탑승설비 등을 장착한 특별교통수단(장애인콜택시) 2026대(도입률 73
7%)를 운행중에 있다
국토부는 국비 55억원을 지원해 추가로 270대를 도입할 예정이다
아울러 국토부는 “휠체어 장애인의 고속버스 이동권 보장은 국가재정상 문제 등으로 단기간 내 해결이 곤란하지만 이동편의 증진을 위해 조만간 장애인 이동실태조사와 확충방안에 대한 연구용역에 착수할 예정” 이라고 덧붙였다
"

12,"【부산=뉴시스】허상천 기자 = 부산의 도심인 서면일대 도로는 점자블록이 끊어진 곳이 많고 기준대로 깔려 있지 않아서 시각장애인들이 다니기는 ‘위험’한 마의 도로인 것으로 드러났다
부산참여자치시민연대는 보행자들의 권리 확보를 위해 지난달 16일 부산도시교통 서면역 2번 출구에서 밀리오레~궁리마루~쥬디스 태화를 지나 서면역 2번 출구로 되돌아 오는 구간의 횡단보도 23곳을 비롯해 도로의 점자블록 상태를 조사한 결과 이 구간의 횡단보도가 대부분 점자블록이 규정대로 설치돼 있지 않거나 보도 턱이 높고 경사가 심해 보행하는데 위험한 것으로 확인됐다고 9일 밝혔다
이 조사 결과 서면 올레대리점앞 길에서 태화쥬디스간 약 260m 구간의 인도에는 아예 점자블록이 깔려있는 않은 것으로 밝혀졌다
또 시각장애인들이 횡단보도에서 대기할 때 안전을 확보하기 위해 횡단보도 앞에서 30㎝ 간격을 두고 설치토록 돼있는 점자블록이 제대로 설치돼 있는 곳은 23곳 중 동보서적 앞 횡단보도 1곳밖에 없는 것으로 드러났다
더욱이 횡단보도가 아닌 곳으로 유도된 점자블록이 2곳이나 되고, 나머지 3곳은 보도 앞 점형블록을 설치하지 않았고 8곳은 닳아서 점자블록 기능을 하지 못하는 것으로 확인됐다
횡단보도 턱 높이도 기준(1㎝)보다 높은 곳이 6곳, 1㎝이하인 곳도 차도와 인도를 구분하는 연석이 없거나 5곳은 연석의 경사가 심한 것으로 조사됐다
보도 폭도 지하철 환기구나 지하철 출입구 등으로 가로 막혀 유효 보도 폭 2m의 절반에도 못미치는 0
8m인 곳이 있는가 하면 최소 보도폭 1
5m보다 좁은 보행로가 3곳이나 되고 점자블록 위에 불법 주차까지 일삼아 장애인들이 통행하는데 고통을 겪고 있다
이 때문에 장애인들이 서면 변화가를 오가거나 횡단보도를 건널때 무방비로 교통사고 위험에 노출돼 있는 실정이다
